GameDate,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK/AerialAbility,GK/CommandOfArea,GK/Communication,GK/Eccentricity,GK/Handling,GK/Kicking,GK/OneOnOnes,GK/Reflexes,GK/RushingOut,GK/TendencyToPunch,GK/Throwing,Tech/Corners,Tech/Crossing,Tech/Dribbling,Tech/Finishing,Tech/FirstTouch,Tech/Freekicks,Tech/Heading,Tech/LongShots,Tech/Longthrows,Tech/Marking,Tech/Passing,Tech/PenaltyTaking,Tech/Tackling,Tech/Technique,Mental/Aggression,Mental/Anticipation,Mental/Bravery,Mental/Composure,Mental/Concentration,Mental/Vision,Mental/Decisions,Mental/Determination,Mental/Flair,Mental/Leadership,Mental/OffTheBall,Mental/Positioning,Mental/Teamwork,Mental/Workrate,Phy/Acceleration,Phy/Agility,Phy/Balance,Phy/Jumping,Phy/LeftFoot,Phy/NaturalFitness,Phy/Pace,Phy/RightFoot,Phy/Stamina,Phy/Strength,Hidden/Consistency,Hidden/Dirtiness,Hidden/ImportantMatches,Hidden/InjuryProness,Hidden/Versatility,Personality/Adaptability,Personality/Ambition,Personality/Loyalty,Personality/Pressure,Personality/Professional,Personality/Sportsmanship,Personality/Temperament,Personality/Controversy,Positions/PositionsDesc,Positions/PositionsDescVal,Positions/Striker,Positions/AttackingMidfielder,Positions/Centre,Positions/Defender,Positions/DefensiveMidfielder,Positions/Goalkeeper,Positions/Left,Positions/Midfielder,Positions/Right,Positions/Sweeper,Positions/WingBack,Positions/AttackingMidCentral,Positions/AttackingMidLeft,Positions/AttackingMidRight,Positions/DefenderCentral,Positions/DefenderLeft,Positions/DefenderRight,Positions/MidfielderCentral,Positions/MidfielderLeft,Positions/MidfielderRight,Positions/WingBackLeft,Positions/WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47
29/6/2010,Renato Augusto,320569,1651,2/8/1988,22,0,0,3,0,4500,7400,7400,175,148,7379486,186,86,M/AM RLC,3,3,2,2,2,3,2,6,1,1,3,10,12,16,10,14,12,10,13,5,6,15,15,8,16,13,12,13,12,12,16,14,16,15,10,12,8,16,14,16,14,12,12,14,14,14,20,12,11,13,3,14,10,15,16,13,13,14,14,12,15,8,M/AM RLC,416,14,20,20,1,1,1,16,20,18,1,1,20,16,18,1,1,1,18,15,15,1,1,134217728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Raphael Martinho,19032956,1651,1/22/1988,22,0,0,0,0,1000,5550,5550,134,111,644106,181,73,M/AM/S C,2,2,3,1,2,1,2,6,3,1,1,11,11,12,12,13,10,10,10,11,8,14,10,7,13,8,11,8,8,10,12,8,14,11,8,10,13,9,14,14,14,11,13,20,10,14,8,14,11,11,6,10,9,12,9,15,1,6,8,6,1,16,M/AM/S C,421,17,20,20,13,1,1,13,20,1,1,13,20,13,1,1,13,1,17,13,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Rafik Bouderbal,34014725,5,9/19/1987,22,0,0,0,0,500,4859,3250,123,108,1113087,176,70,M/AM RLC,3,1,2,2,2,1,2,2,2,3,2,8,12,10,6,10,7,8,10,7,3,10,7,4,12,12,10,12,10,10,11,9,17,11,6,11,6,11,11,14,11,11,7,20,15,13,10,13,9,13,6,12,7,16,12,15,11,13,14,14,14,8,M/AM RLC,416,10,18,20,10,1,1,17,20,15,1,10,18,17,15,1,1,10,20,17,15,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Radja Nainggolan,8169332,757,5/4/1988,22,1,0,8,1,3250,5579,5600,141,124,371958,175,65,M/AM RLC,3,3,2,3,3,3,1,7,1,1,2,4,11,13,10,12,12,8,12,8,11,14,11,14,14,15,13,13,11,12,10,13,9,12,10,11,10,12,14,14,14,14,7,5,15,13,20,15,14,15,15,11,11,20,7,14,7,10,11,11,10,13,M/AM RLC,416,1,20,20,1,10,1,15,20,15,1,1,20,15,15,1,1,1,20,15,15,1,1,4294968320,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Pedro Mosquera,67011240,796,4/21/1988,22,0,0,0,0,2756,5250,5250,146,105,1989208,183,75,M/AM LC,3,2,1,3,2,1,3,2,1,2,1,14,13,16,7,14,12,5,13,6,5,15,10,3,16,8,11,13,7,11,15,15,10,17,5,10,9,8,5,12,13,10,7,20,9,13,10,10,7,10,6,13,7,12,12,16,11,7,8,14,12,9,M/AM LC,414,1,20,20,1,1,1,15,20,1,1,1,20,15,1,1,1,1,15,15,1,1,1,144,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Panagiotis Kone,693761,772,7/26/1987,22,0,0,0,0,3250,6000,6000,135,115,1118004,184,75,M/AM RC,1,2,1,1,3,3,1,5,3,1,2,10,11,14,13,12,11,14,13,5,6,12,10,6,15,9,10,10,9,10,13,12,11,13,7,12,7,9,13,12,13,10,13,12,11,13,20,13,9,12,4,12,8,12,8,16,12,8,10,10,11,12,M/AM RC,413,14,20,20,1,1,1,5,20,17,1,1,20,5,17,1,1,1,15,3,15,1,1,2.25183E+15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Nicolás Gaitán,14005523,1649,2/23/1988,22,2,0,0,0,4750,7000,7000,162,138,16800000,172,68,M/AM LC,2,3,3,3,1,3,1,1,2,3,3,13,15,16,13,16,10,5,14,3,8,14,11,6,16,10,12,13,10,11,14,11,17,18,4,14,6,9,10,16,16,9,5,20,13,15,6,11,8,13,6,13,10,16,11,14,16,15,14,15,17,7,M/AM LC,414,15,20,20,1,1,1,16,20,1,1,1,20,16,1,1,1,1,7,12,1,1,1,34359738368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Moussa Dembélé,8161845,757,7/17/1987,22,28,5,1,0,4970,7100,7250,159,141,12265667,177,64,AM/S LC,2,2,2,2,2,3,1,4,1,2,1,8,12,15,7,16,9,13,8,7,4,11,12,3,16,12,12,15,12,10,14,12,14,15,7,14,5,12,14,14,14,15,11,20,11,14,14,14,15,12,13,13,13,13,20,11,9,8,14,12,10,18,AM/S LC,624,20,19,20,1,1,1,17,12,14,1,1,19,17,14,1,1,1,1,12,1,1,1,5.49756E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29/6/2010,Mendes,55013876,788,3/22/1988,22,0,0,0,0,1250,3500,3500,119,94,535826,172,67,M/AM RC,2,2,1,3,2,1,2,2,2,2,2,11,11,13,11,13,9,6,9,6,6,10,11,6,13,11,12,11,9,9,11,9,13,15,7,12,6,8,10,13,13,8,7,10,12,13,20,9,8,10,8,12,10,12,16,15,14,13,8,12,12,7,M/AM RC,413,7,20,20,1,1,1,13,20,20,1,1,20,13,20,1,1,1,15,1,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Max Kruse,35008236,771,3/19/1988,22,0,0,1,1,2750,6000,6000,139,120,1115376,180,72,M/AM LC,2,2,3,1,1,3,1,8,3,2,3,11,13,13,9,12,11,8,10,7,9,12,8,11,13,10,11,9,11,12,11,12,12,12,9,11,9,13,14,12,13,11,10,20,12,13,14,13,10,9,8,12,12,16,12,10,13,10,13,7,14,13,M/AM LC,414,1,18,18,8,10,1,20,20,11,1,12,17,18,10,1,8,1,18,20,11,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Marvin Martin,8440961,769,1/10/1988,22,0,0,8,0,1400,6000,6000,160,134,4918554,171,63,M/AM C,3,2,1,2,3,2,2,3,3,2,2,16,12,14,7,14,14,8,11,7,5,14,12,7,14,10,13,13,14,14,15,14,14,12,12,12,11,14,16,11,15,12,5,12,14,14,20,16,8,15,10,15,7,10,9,14,14,15,15,15,15,5,M/AM C,411,1,20,20,1,12,1,14,20,10,1,1,20,14,10,1,1,1,18,14,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Markel Susaeta,1509699,796,12/14/1987,22,0,0,3,0,4624,6250,6250,146,136,5924352,179,68,M/AM RLC,1,2,3,1,1,1,3,5,1,3,2,11,12,15,12,11,14,9,13,6,5,13,11,4,14,13,12,12,12,13,14,13,14,16,13,13,9,11,11,16,14,12,9,11,11,13,20,14,12,14,5,13,9,13,14,17,6,14,15,9,12,15,M/AM RLC,416,12,20,16,1,1,1,17,20,20,1,1,16,17,20,1,1,1,15,15,15,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Mark Davies,5123141,765,2/18/1988,22,0,0,0,0,3906,6200,6200,148,125,4141284,181,74,M/AM C,2,2,3,3,3,2,1,7,3,2,1,13,12,14,9,15,12,5,12,3,6,16,11,11,15,12,13,12,17,12,14,12,8,14,6,12,12,12,12,11,12,12,9,13,13,11,20,11,8,12,5,12,12,12,9,12,12,12,6,12,10,12,M/AM C,411,1,20,20,1,1,1,1,20,1,1,1,20,1,1,1,1,1,20,1,1,1,1,138413160,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Marek Hamsik,7564092,794,7/27/1987,22,36,8,0,0,6241,8000,7750,182,158,36235698,183,73,M/AM C,3,3,1,1,2,3,1,5,1,2,3,13,13,14,16,13,12,14,14,9,8,16,16,8,17,11,14,12,18,13,17,15,13,15,16,18,13,15,10,15,15,13,12,11,15,14,20,15,12,10,6,16,5,14,17,16,18,10,13,8,8,8,M/AM C,411,1,16,20,1,14,1,11,20,10,1,1,16,11,10,1,1,1,20,11,10,1,1,5.4989E+11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29/6/2010,Lautaro Acosta,14001291,1649,3/14/1988,22,0,0,0,0,4250,6500,6000,150,132,7713864,169,65,M/AM RC,3,2,1,1,3,1,3,2,3,1,2,12,16,16,9,14,9,3,12,4,4,14,12,4,16,4,8,16,12,10,14,10,14,16,5,11,5,12,12,17,16,15,4,8,8,16,20,13,5,11,4,12,17,11,10,11,14,12,16,15,17,14,M/AM RC,413,15,20,20,1,1,1,10,20,20,1,1,20,10,20,1,1,1,10,1,12,1,1,16777216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Juan Manuel Mata,67011232,796,4/28/1988,22,9,3,11,3,6162,7750,7750,172,157,86992260,170,63,M/AM LC,3,1,2,3,1,2,2,4,3,1,2,13,13,17,16,17,11,9,12,7,5,15,12,8,17,10,13,11,14,9,16,13,15,17,6,18,7,14,12,17,18,9,6,20,13,16,7,13,7,13,10,16,7,12,12,17,9,16,15,13,12,7,M/AM LC,414,15,20,18,1,1,1,20,20,9,1,3,18,20,9,1,1,1,5,16,5,3,1,24,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Jonathan de Guzman,860972,784,9/13/1987,22,0,0,4,3,4489,6750,6750,158,134,3957083,173,65,M/AM RC,3,3,2,1,2,1,3,7,1,3,2,14,11,15,11,16,12,11,12,8,8,15,13,6,15,13,14,13,12,13,15,10,10,17,5,14,8,14,12,14,14,13,9,12,13,13,20,11,10,15,12,13,18,10,19,7,12,5,11,16,8,13,M/AM RC,413,12,20,20,8,12,1,12,20,16,1,8,20,12,16,1,8,8,20,12,16,8,8,3.51844E+13,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29/6/2010,Jonathan Biabiany,43002297,769,4/28/1988,22,0,0,1,0,2500,6524,7000,173,145,19120290,175,70,M/AM/S RC,1,2,1,2,3,1,3,1,3,2,3,16,12,17,11,10,4,8,9,3,4,13,10,5,14,12,13,12,12,8,5,9,11,13,5,16,7,9,15,19,18,10,7,5,12,19,20,15,13,8,11,14,13,13,13,16,12,10,14,13,12,6,M/AM/S RC,423,16,20,17,1,1,1,14,20,20,1,1,17,14,20,1,1,1,1,1,12,1,1,7.04031E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
29/6/2010,João Ribeiro,744614,788,8/13/1987,22,0,0,0,0,2000,5700,5700,121,114,704934,176,75,M/AM RLC,1,1,1,2,3,3,3,1,2,1,1,12,12,12,10,12,10,7,9,7,7,10,12,10,12,12,11,11,13,9,9,9,14,12,7,13,8,10,12,15,13,10,7,13,12,14,20,8,9,9,8,9,10,12,9,16,7,12,14,14,13,7,M/AM RLC,416,1,20,15,1,1,1,17,20,20,1,1,15,17,20,1,1,1,15,15,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Ivan Rakitic,5727652,761,3/10/1988,22,27,8,3,2,5402,7650,7400,172,147,18631786,184,77,M/AM C,1,1,1,3,1,1,2,1,1,2,3,18,16,12,14,17,15,10,17,7,8,15,15,11,17,9,14,9,13,11,13,10,8,12,9,10,11,16,14,8,12,10,12,17,14,16,20,16,11,8,6,11,6,12,10,16,9,14,12,11,18,13,M/AM C,411,8,18,20,1,13,1,14,20,14,1,1,18,14,14,1,1,1,20,12,12,1,1,4.64434E+15,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29/6/2010,Gonzalo Castellani,964854,1649,8/10/1987,22,0,0,0,0,1250,5250,4250,145,115,649998,183,75,M C,2,1,1,2,1,3,2,7,1,3,2,14,10,13,11,14,13,9,12,4,8,14,15,8,13,12,8,11,12,11,14,14,13,13,13,11,8,12,10,11,10,12,11,12,16,11,20,10,12,13,8,12,4,9,11,12,15,14,15,15,16,11,M C,401,1,15,20,1,1,1,1,20,1,1,1,15,1,1,1,1,1,20,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Esteban Granero,7458313,796,7/2/1987,22,0,0,8,2,5402,7250,7250,159,147,14967881,179,76,M/AM RLC,2,3,2,1,2,1,2,5,1,3,3,16,15,15,12,17,13,10,14,7,6,16,13,8,16,10,12,13,15,11,17,13,15,16,10,13,10,12,13,13,15,10,9,13,12,13,20,13,10,12,12,13,7,13,13,14,14,16,13,16,15,7,M/AM RLC,416,6,20,20,1,4,1,17,20,15,1,1,20,17,15,1,1,1,16,15,15,1,1,1.75922E+13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29/6/2010,Elliot Grandin,8430997,769,10/17/1987,22,0,0,3,1,4225,5950,6000,149,130,2932500,178,67,M/AM RLC,3,3,2,2,1,3,1,4,1,3,2,12,14,14,12,14,10,7,14,5,3,14,12,3,14,5,12,9,12,12,12,14,12,13,5,13,6,11,15,16,14,13,9,5,14,14,20,13,9,17,5,14,7,17,14,16,11,8,6,10,10,12,M/AM RLC,416,12,20,15,1,1,1,19,20,20,1,1,15,19,20,1,1,1,15,15,15,1,1,5.84116E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
29/6/2010,David Gámiz,67061703,796,8/27/1987,22,0,0,0,0,1250,3700,3700,103,79,419410,167,66,M/AM LC,2,2,3,1,2,3,2,1,3,2,3,11,12,13,8,10,12,3,8,12,5,12,9,4,12,14,8,10,9,10,11,11,8,12,7,11,9,8,8,12,8,6,5,12,12,12,20,7,7,8,6,10,7,9,7,4,7,6,13,14,5,10,M/AM LC,414,1,20,17,1,1,1,20,20,14,1,1,17,20,14,1,1,1,15,17,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Clément Chantôme,8444109,769,9/11/1987,22,0,0,7,0,3906,5600,5600,150,125,3937961,180,71,M C,2,1,2,2,3,1,2,1,1,1,3,13,11,13,6,14,14,9,13,9,7,13,14,12,15,9,9,12,13,11,14,11,12,12,9,13,10,14,15,14,13,14,10,10,13,11,20,14,12,12,11,14,7,10,9,15,13,14,12,12,12,8,M C,401,1,15,20,1,12,1,10,20,12,1,1,15,10,12,1,1,1,20,10,12,1,1,4194336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Clemens Walch,16003074,755,7/10/1987,22,0,0,0,0,2500,4949,5500,128,110,1030252,180,72,M/AM C,3,1,2,3,3,3,2,3,3,3,2,9,12,14,8,9,12,6,7,6,8,12,12,7,13,7,12,8,11,12,15,10,10,12,7,13,10,12,9,13,8,9,9,20,10,13,18,10,9,8,8,10,8,13,9,14,12,13,7,14,5,11,M/AM C,411,15,20,20,1,1,1,12,20,12,1,1,20,12,12,1,1,1,17,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Chris Malonga,8442730,49,7/11/1987,22,3,1,0,0,4096,5759,5750,150,128,2599998,183,75,M/AM LC,2,3,2,3,2,2,3,1,2,3,3,10,12,15,9,13,10,11,13,8,5,12,10,5,15,10,12,9,12,12,13,12,14,15,6,13,7,11,12,14,14,13,11,20,10,15,8,14,12,11,8,14,15,8,9,14,13,12,13,15,15,6,M/AM LC,414,12,20,15,8,1,1,20,20,1,1,8,15,20,1,1,8,1,15,17,1,8,1,257,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Carlos Carmona,7458315,796,7/5/1987,22,0,0,0,0,3500,5400,5400,135,124,1399998,177,71,M/AM RC,3,2,3,2,1,2,3,1,1,2,2,15,14,13,12,12,13,6,11,8,5,12,10,5,16,7,10,8,10,10,13,10,8,12,6,14,8,7,7,15,15,9,8,12,10,15,20,12,11,8,5,7,7,10,9,20,5,7,15,14,10,9,M/AM RC,413,1,20,15,1,1,1,13,20,20,1,1,15,13,20,1,1,1,15,11,16,1,1,1358954528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Alejandro Gómez,955978,1649,2/15/1988,22,0,0,20,5,2500,5000,5750,150,128,6807497,165,65,M/AM RLC,2,3,2,3,1,1,3,7,3,2,3,14,15,16,14,12,10,3,16,5,4,13,13,3,16,6,7,14,8,10,10,7,15,16,8,15,4,13,12,16,16,14,4,8,10,15,20,14,11,7,4,10,8,15,13,12,15,16,12,13,15,14,M/AM RLC,416,15,20,20,1,1,1,15,20,15,1,1,20,15,15,1,1,1,1,12,12,1,1,7.03687E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29/6/2010,Alain Traoré,34001338,9,1/1/1988,22,9,2,0,0,3025,5500,5000,130,110,1085657,176,66,M/AM LC,3,2,1,1,1,2,2,3,3,3,3,10,11,13,8,13,12,6,13,6,4,10,11,4,15,6,11,8,12,12,13,10,11,12,7,13,6,11,10,15,14,12,8,20,13,13,8,14,7,12,6,14,10,8,11,14,14,9,12,15,15,7,M/AM LC,414,1,20,20,1,10,1,17,20,1,1,1,20,17,1,1,1,1,15,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Adrián,67011224,796,5/25/1988,22,0,0,0,0,3782,5750,5750,139,123,3880332,184,75,M LC,1,1,1,1,2,2,3,7,2,1,2,12,14,14,10,13,11,10,15,9,6,15,9,6,14,12,11,14,12,11,14,9,11,13,10,13,10,11,12,15,14,9,11,20,13,14,8,12,9,14,10,10,11,10,12,18,10,13,14,12,5,11,M LC,404,1,15,20,1,1,1,15,20,1,1,1,15,15,1,1,1,1,20,15,1,1,1,1.41837E+14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
29/6/2010,Abdou Traoré,34010357,31,1/17/1988,22,3,0,1,1,3660,6050,5400,148,121,1446164,180,74,M/AM RC,1,1,3,2,1,1,1,1,1,1,2,9,12,12,7,14,7,9,10,7,4,13,8,4,14,8,11,13,12,12,13,10,14,11,6,11,8,11,14,15,13,13,10,8,15,14,20,17,12,13,8,15,8,10,13,15,14,10,14,14,14,6,M/AM RC,413,1,20,16,1,1,1,10,20,20,1,1,16,10,20,1,1,1,16,10,18,1,1,5.49756E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29/6/2010,Yoann Gourcuff,919541,769,7/11/1986,23,22,1,19,4,6650,7424,7400,175,165,57625327,185,79,M/AM RC,2,2,3,1,1,3,3,3,1,1,2,15,15,16,11,18,14,13,14,6,7,17,14,7,18,12,13,10,14,14,16,14,15,13,11,12,12,15,17,13,15,14,12,14,14,14,20,16,14,11,12,17,9,10,12,16,14,10,14,13,13,6,M/AM RC,413,1,20,20,1,12,1,12,20,15,1,1,20,12,15,1,1,1,18,12,15,1,1,1.40737E+14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29/6/2010,Wesley,19040469,1651,6/24/1987,23,0,0,0,0,4000,7500,7050,160,141,17473182,179,63,DM/M C,1,1,2,3,1,3,2,2,1,2,2,12,14,13,9,16,7,8,11,10,13,16,11,9,15,17,15,16,8,9,14,9,15,14,10,13,11,12,18,17,15,8,9,14,14,15,20,12,9,12,7,11,12,17,14,13,13,12,11,8,12,5,DM/M C,421,10,15,20,12,19,1,1,20,14,1,12,15,1,10,1,1,12,20,1,14,1,12,1074790420,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Tchô,2107518,1651,4/21/1987,23,0,0,8,3,2500,6150,6150,140,123,2249218,174,70,M/AM RC,3,2,1,3,2,1,1,6,1,2,1,10,12,16,10,12,10,7,10,7,5,12,8,6,12,12,12,12,11,11,12,11,12,14,9,13,5,11,12,14,13,8,11,19,7,14,20,11,8,12,12,11,13,10,13,11,12,13,14,12,14,10,M/AM RC,413,11,20,20,1,1,1,1,20,15,1,1,20,1,15,1,1,1,16,1,15,1,1,160,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Stephen Ireland,5127709,789,8/22/1986,23,6,4,1,0,5550,7450,7450,165,149,50925621,173,65,M/AM C,1,2,3,1,3,2,3,6,1,2,3,10,11,12,14,15,10,5,12,6,8,14,10,13,14,10,16,12,16,14,16,15,16,12,7,17,5,14,17,14,13,16,6,11,17,12,20,17,12,15,11,12,8,14,16,12,15,13,14,14,16,14,M/AM C,411,1,20,20,1,1,1,10,20,14,1,1,20,10,14,1,1,1,18,1,10,1,1,1048712,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Simon Cox,5119985,765,4/28/1987,23,0,0,0,0,2500,6150,6150,145,119,3450000,178,69,S C,1,1,3,3,2,3,1,1,1,1,3,3,10,12,14,11,7,10,12,4,6,11,12,8,13,9,12,10,12,10,10,11,13,11,9,15,10,13,14,13,14,13,9,14,14,13,20,15,12,13,9,13,3,9,10,13,14,14,14,8,13,5,S C,601,20,15,20,1,1,1,1,11,1,1,1,15,1,1,1,1,1,11,1,1,1,1,2147622912,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
