name,Market Value,current league
Ben Watson,£2.25m ,Premier League
Tom Cleverley,£2.25m ,Premier League
Jordi Gómez,£1.80m ,Premier League
James McArthur,£1.80m ,Premier League
Callum Morris, ,Premier League
Victor Moses,£2.25m ,Premier League
Jason Koumas,£1.80m ,Premier League
Daniel Redmond, ,Premier League
Daniël de Ridder,£675Th. ,Premier League
Charles N'Zogbia,£8.10m ,Premier League
Callum McManaman,- ,Premier League
Hugo Rodallega,£6.75m ,Premier League
Mauro Boselli,£4.95m ,Premier League
Franco Di Santo,£2.25m ,Premier League
Jason Scotland,£1.58m ,Premier League
Conor Sammon,£630Th. ,Premier League
Matt Gilks,£900Th. ,Premier League
Richard Kingson,£900Th. ,Premier League
Paul Rachubka,£450Th. ,Premier League
Mark Halstead,£45Th. ,Premier League
Chris Kettings, ,Premier League
Josh Roberts, ,Premier League
Ian Evatt,£2.25m ,Premier League
Craig Cathcart,£1.80m ,Premier League
Chris Basham,£900Th. ,Premier League
Rob Edwards,£900Th. ,Premier League
Dekel Keinan,£900Th. ,Premier League
Alex Baptiste,£450Th. ,Premier League
Ashley Eastham,£23Th. ,Premier League
Biko Bradnock-Brennan, ,Premier League
Stephen Crainey,£1.35m ,Premier League
Salaheddine Sbaï,£180Th. ,Premier League
Adam Dodd, ,Premier League
Neal Eardley,£900Th. ,Premier League
Danny Coid,£225Th. ,Premier League
Pa Modou Jobe, ,Premier League
David Vaughan,£1.80m ,Premier League
Malaury Martin,£450Th. ,Premier League
Charlie Adam,£4.05m ,Premier League
Ludovic Sylvestre,£1.35m ,Premier League
Keith Southern,£900Th. ,Premier League
Stephen Husband,£225Th. ,Premier League
Liam Tomsett, ,Premier League
Kingsley Francis-Reynolds, ,Premier League
Andy Reid,£4.50m ,Premier League
Jason Puncheon,£405Th. ,Premier League
Luke Varney,£2.70m ,Premier League
David Carney,£900Th. ,Premier League
Ishmel Demontagnac,£225Th. ,Premier League
Gary Taylor-Fletcher,£1.80m ,Premier League
Elliot Grandin,£1.80m ,Premier League
Matt Phillips,£1.35m ,Premier League
Tom Barkhuizen, ,Premier League
Billy Clarke,£450Th. ,Premier League
Jason Euell,£450Th. ,Premier League
Sergey Kornilenko,£2.70m ,Premier League
DJ Campbell,£2.25m ,Premier League
Marlon Harewood,£1.80m ,Premier League
James Beattie,£1.80m ,Premier League
Brett Ormerod,£900Th. ,Premier League
Louis Almond,£45Th. ,Premier League
Júlio César,£17.10m ,Serie A
Luca Castellazzi,£1.80m ,Serie A
Alberto Gallinetta,£68Th. ,Serie A
Paolo Orlandoni,£45Th. ,Serie A
Raffaele Di Gennaro,£45Th. ,Serie A
Andrea Ranocchia,£15.75m ,Serie A
Cristian Chivu,£11.70m ,Serie A
Wálter Samuel,£9.90m ,Serie A
Lúcio,£8.10m ,Serie A
Iván Córdoba,£2.52m ,Serie A
Nelson Rivas,£1.62m ,Serie A
Marco Materazzi,£720Th. ,Serie A
Felice Natalino,£450Th. ,Serie A
Simone Benedetti,£360Th. ,Serie A
Marek Kysela,£90Th. ,Serie A
Yuto Nagatomo,£7.65m ,Serie A
Cristiano Biraghi,£270Th. ,Serie A
Maicon,£22.05m ,Serie A
Davide Santon,£6.75m ,Serie A
Javier Zanetti,£4.05m ,Serie A
Davide Faraoni,£270Th. ,Serie A
Esteban Cambiasso,£21.60m ,Serie A
Thiago Motta,£13.50m ,Serie A
McDonald Mariga,£6.30m ,Serie A
Nwankwo Obiora,£900Th. ,Serie A
Lorenzo Crisetig,£450Th. ,Serie A
Sebastian Carlsén,£68Th. ,Serie A
Dejan Stanković,£9.00m ,Serie A
Sulley Muntari,£7.20m ,Serie A
Houssine Kharja,£3.87m ,Serie A
Joel Obi,£3.15m ,Serie A
Andrea Romanò,£180Th. ,Serie A
Daniel Bessa,£90Th. ,Serie A
Wesley Sneijder,£36.00m ,Serie A
Philippe Coutinho,£6.30m ,Serie A
Mancini,£1.80m ,Serie A
Jonathan Biabiany,£5.85m ,Serie A
Goran Pandev,£11.25m ,Serie A
Samuel Eto'o,£37.80m ,Serie A
Giampaolo Pazzini,£18.90m ,Serie A
Diego Milito,£15.30m ,Serie A
David Suazo,£810Th. ,Serie A
Denis Alibec,£360Th. ,Serie A
Simone Dell'Agnello,£270Th. ,Serie A
Christian Abbiati,£4.50m ,Serie A
Marco Amelia,£3.15m ,Serie A
Flavio Roma,£270Th. ,Serie A
Davide Di Fabio,£45Th. ,Serie A
Alberto Paleari,£45Th. ,Serie A
Thiago Silva,£27.00m ,Serie A
Oguchi Onyewu,£4.50m ,Serie A
Alessandro Nesta,£4.50m ,Serie A
Sokratis,£4.50m ,Serie A
Daniele Bonera,£3.15m ,Serie A
Kakhaber Kaladze,£1.53m ,Serie A
Mario Yepes,£900Th. ,Serie A
Nicola Legrottaglie,£360Th. ,Serie A
Rodrigo Ely,£45Th. ,Serie A
Luca Antonini,£4.50m ,Serie A
Dídac Vilà,£2.70m ,Serie A
Marek Jankulovski,£450Th. ,Serie A
Michelangelo Albertazzi,£360Th. ,Serie A
Andrea De Vito,£68Th. ,Serie A
Ignazio Abate,£8.55m ,Serie A
Gianluca Zambrotta,£1.35m ,Serie A
Massimo Oddo,£585Th. ,Serie A
Andrea Pirlo,£9.00m ,Serie A
Mathieu Flamini,£8.55m ,Serie A
Mark van Bommel,£2.70m ,Serie A
Rodney Strasser,£2.25m ,Serie A
Urby Emanuelson,£7.20m ,Serie A
Gennaro Gattuso,£3.42m ,Serie A
Massimo Ambrosini,£3.15m ,Serie A
Alexander Merkel,£3.15m ,Serie A
Clarence Seedorf,£2.70m ,Serie A
Simone Calvano,£315Th. ,Serie A
Bruno Montelongo,£405Th. ,Serie A
Kevin-Prince Boateng,£13.50m ,Serie A
Ronaldinho,£7.20m ,Serie A
Simone Verdi,£360Th. ,Serie A
Robinho,£19.80m ,Serie A
Nnamdi Oduamadi,£540Th. ,Serie A
Antonio Cassano,£13.50m ,Serie A
Zlatan Ibrahimovic,£31.50m ,Serie A
Alexandre Pato,£30.60m ,Serie A
Klaas-Jan Huntelaar,£11.70m ,Serie A
Marco Borriello,£11.70m ,Serie A
Filippo Inzaghi,£2.70m ,Serie A
Giacomo Beretta,£270Th. ,Serie A
Gianluigi Buffon,£15.30m ,Serie A
Marco Storari,£3.15m ,Serie A
Alexander Manninger,£630Th. ,Serie A
Marco Costantino,£90Th. ,Serie A
Mario Kirev,£45Th. ,Serie A
Gianluca Di Salvia,£45Th. ,Serie A
Manfredi Sclopis,£45Th. ,Serie A
Giorgio Chiellini,£23.40m ,Serie A
Leonardo Bonucci,£12.15m ,Serie A
Andrea Barzagli,£5.40m ,Serie A
Frederik Sörensen,£2.70m ,Serie A
Leandro Rinaudo,£1.80m ,Serie A
Jonathan Zebina,£900Th. ,Serie A
Nicola Legrottaglie,£360Th. ,Serie A
Vincenzo Camilleri,£180Th. ,Serie A
Vittorio Ferrero,£68Th. ,Serie A
Andrea De Paola,£68Th. ,Serie A
Paolo De Ceglie,£3.60m ,Serie A
Armand Traoré,£1.35m ,Serie A
Fabio Grosso,£810Th. ,Serie A
Matteo Liviero,£113Th. ,Serie A
Leonardo Spinazzola,£68Th. ,Serie A
Marco Motta,£3.15m ,Serie A
Zdenek Grygera,£1.71m ,Serie A
Felipe Melo,£14.85m ,Serie A
Mohamed Sissoko,£6.75m ,Serie A
Albin Ekdal,£2.88m ,Serie A
Claudio Marchisio,£16.20m ,Serie A
Alberto Aquilani,£12.60m ,Serie A
Manuel Giandonato,£180Th. ,Serie A
Marcel Büchel,£45Th. ,Serie A
Niccolò Corticchia,£45Th. ,Serie A
Mauro Camoranesi,£1.80m ,Serie A
Hasan Salihamidzic,£360Th. ,Serie A
Diego,£10.80m ,Serie A
Milos Krasic,£18.00m ,Serie A
Simone Pepe,£8.10m ,Serie A
Jorge Martínez,£6.30m ,Serie A
Elio De Silvestro,£180Th. ,Serie A
Filippo Boniperti,£158Th. ,Serie A
Alessandro Del Piero,£4.50m ,Serie A
Cristian Pasquato,£900Th. ,Serie A
Fabio Quagliarella,£15.75m ,Serie A
Alessandro Matri,£14.85m ,Serie A
Amauri,£6.75m ,Serie A
David Trézéguet,£5.40m ,Serie A
Vincenzo Iaquinta,£4.50m ,Serie A
Davide Lanzafame,£2.34m ,Serie A
Luca Toni,£1.80m ,Serie A
Alberto Libertazzi,£180Th. ,Serie A
Niccolò Giannetti,£135Th. ,Serie A
Júlio Sérgio,£2.52m ,Serie A
Doni,£1.35m ,Serie A
Bogdan Lobont,£810Th. ,Serie A
Mirko Pigliacelli,£180Th. ,Serie A
Alexandru Pena,£45Th. ,Serie A
Philippe Mexès,£9.00m ,Serie A
Juan,£7.20m ,Serie A
Nicolás Burdisso,£5.85m ,Serie A
Guillermo Burdisso,£1.17m ,Serie A
Simone Loria,£180Th. ,Serie A
Luca Antei,£135Th. ,Serie A
Sebastian Mladen,£68Th. ,Serie A
John Arne Riise,£7.65m ,Serie A
Paolo Castellini,£810Th. ,Serie A
Vitorino Antunes,£360Th. ,Serie A
Paolo Frascatore,£158Th. ,Serie A
Aleandro Rosi,£2.25m ,Serie A
Cicinho,£1.35m ,Serie A
Marco Cassetti,£900Th. ,Serie A
Alessandro Florenzi,£113Th. ,Serie A
Stefano Sabelli,£113Th. ,Serie A
Valerio Virga,£90Th. ,Serie A
Daniele De Rossi,£27.90m ,Serie A
Ricardo Faty,£1.44m ,Serie A
Ahmed Barusso,£630Th. ,Serie A
Federico Viviani,£315Th. ,Serie A
David Pizarro,£7.20m ,Serie A
Matteo Brighi,£5.40m ,Serie A
Fábio Simplício,£3.60m ,Serie A
Leandro Greco,£1.80m ,Serie A
Adrian Pit,£270Th. ,Serie A
Júlio Baptista,£4.50m ,Serie A
Simone Perrotta,£1.80m ,Serie A
Jérémy Ménez,£13.50m ,Serie A
Rodrigo Taddei,£3.60m ,Serie A
Mirko Vucinic,£19.80m ,Serie A
Francesco Totti,£4.50m ,Serie A
Gianluca Caprari,£270Th. ,Serie A
Marco Borriello,£11.70m ,Serie A
Stefano Okaka,£2.61m ,Serie A
Adriano,£2.25m ,Serie A
Stefano Pettinari,£180Th. ,Serie A
Mattia Montini,£113Th. ,Serie A
Sébastien Frey,£7.65m ,Serie A
Artur Boruc,£4.50m ,Serie A
Neto,£2.70m ,Serie A
Vlada Avramov,£360Th. ,Serie A
Andrea Seculin,£225Th. ,Serie A
Tommaso Scuffia,£180Th. ,Serie A
Marcão,£45Th. ,Serie A
Luca Lezzerini, ,Serie A
Alessandro Gamberini,£6.75m ,Serie A
Felipe,£3.33m ,Serie A
Michele Camporese,£2.70m ,Serie A
Per Kröldrup,£1.80m ,Serie A
Cesare Natali,£1.62m ,Serie A
Federico Masi,£68Th. ,Serie A
Juan Manuel Vargas,£13.50m ,Serie A
Manuel Pasqual,£2.70m ,Serie A
Nikola Gulan,£450Th. ,Serie A
Lorenzo De Silvestri,£4.50m ,Serie A
Gianluca Comotto,£990Th. ,Serie A
Cristiano Piccini,£270Th. ,Serie A
Riccardo Montolivo,£16.65m ,Serie A
Valon Behrami,£7.20m ,Serie A
Marco Donadel,£5.40m ,Serie A
Mario Bolatti,£3.60m ,Serie A
Cristiano Zanetti,£630Th. ,Serie A
Federico Carraro,£450Th. ,Serie A
Daniel Kofi Agyei,£225Th. ,Serie A
Gaetano D'Agostino,£7.65m ,Serie A
Amidu Salifu,£450Th. ,Serie A
Max Taddei,£180Th. ,Serie A
Marco Marchionni,£3.15m ,Serie A
Adem Ljajic,£7.65m ,Serie A
Alessio Cerci,£5.85m ,Serie A
N'Diaye Papa Waigo,£405Th. ,Serie A
Maxwell Acosty,£225Th. ,Serie A
Mario Santana,£6.30m ,Serie A
Ryder Matos,£225Th. ,Serie A
Stevan Jovetic,£15.75m ,Serie A
Alberto Gilardino,£14.40m ,Serie A
Adrian Mutu,£3.60m ,Serie A
Khouma Babacar,£3.15m ,Serie A
Haris Seferovic,£450Th. ,Serie A
Eduardo,£5.85m ,Serie A
Mattia Perin,£720Th. ,Serie A
Alessio Scarpi,£90Th. ,Serie A
Robert Stillo,£45Th. ,Serie A
Ettore Oddo, ,Serie A
Andrea Ranocchia,£15.75m ,Serie A
Salvatore Bocchetti,£8.10m ,Serie A
Chico,£2.70m ,Serie A
Dario Dainelli,£2.25m ,Serie A
Emiliano Moretti,£1.98m ,Serie A
Nenad Tomović,£1.62m ,Serie A
Kakhaber Kaladze,£1.53m ,Serie A
Ivan Fatic,£900Th. ,Serie A
Diego Polenta,£225Th. ,Serie A
Davide Bertoncini,£68Th. ,Serie A
Domenico Criscito,£11.25m ,Serie A
Luca Antonelli,£5.40m ,Serie A
Francesco Modesto,£1.98m ,Serie A
Rafinha,£7.20m ,Serie A
Giandomenico Mesto,£6.30m ,Serie A
Abdoulay Konko,£4.50m ,Serie A
Anthony Vanden Borre,£1.98m ,Serie A
Miguel Veloso,£8.55m ,Serie A
Omar Milanetto,£720Th. ,Serie A
Juraj Kucka,£4.95m ,Serie A
Houssine Kharja,£3.87m ,Serie A
Franco Zuculini,£2.70m ,Serie A
Stefano Sturaro,£225Th. ,Serie A
Andrea Doninelli,£90Th. ,Serie A
Marco Rossi,£1.44m ,Serie A
Riccardo Carlini,£68Th. ,Serie A
Candia,£68Th. ,Serie A
Enej Jelenič,£450Th. ,Serie A
Raffaele Palladino,£4.95m ,Serie A
Giuseppe Sculli,£4.05m ,Serie A
Boško Janković,£2.25m ,Serie A
Rodrigo Palacio,£9.90m ,Serie A
Antonio Floro Flores,£6.75m ,Serie A
Mauro Boselli,£4.95m ,Serie A
Alberto Paloschi,£4.05m ,Serie A
Federico Rodríguez,£3.15m ,Serie A
Mattia Destro,£2.70m ,Serie A
Gergely Rudolf,£2.52m ,Serie A
Luca Toni,£1.80m ,Serie A
Richmond Boakye,£720Th. ,Serie A
Morgan De Sanctis,£3.60m ,Serie A
Gennaro Iezzo,£90Th. ,Serie A
Luigi Sepe,£90Th. ,Serie A
Matteo Gianello,£45Th. ,Serie A
Paolo Cannavaro,£8.10m ,Serie A
Víctor Ruiz,£7.20m ,Serie A
Hugo Campagnaro,£4.05m ,Serie A
Salvatore Aronica,£1.80m ,Serie A
Fabiano Santacroce,£1.44m ,Serie A
Cribari,£720Th. ,Serie A
Luigi Vitale,£1.35m ,Serie A
Erminio Rullo,£293Th. ,Serie A
Christian Maggio,£9.00m ,Serie A
Camilo Zúñiga,£4.05m ,Serie A
Gianluca Grava,£900Th. ,Serie A
Walter Gargano,£8.10m ,Serie A
Michele Pazienza,£5.40m ,Serie A
Raffaele Maiello,£270Th. ,Serie A
Marek Hamsik,£21.60m ,Serie A
Hassan Yebda,£4.05m ,Serie A
José Sosa,£2.25m ,Serie A
Manuele Blasi,£1.26m ,Serie A
Andrea Dossena,£3.78m ,Serie A
Nicolao Dumitru,£1.35m ,Serie A
Ezequiel Lavezzi,£21.15m ,Serie A
Giuseppe Mascara,£2.70m ,Serie A
Edinson Cavani,£22.05m ,Serie A
Fabio Quagliarella,£15.75m ,Serie A
Cristiano Lucarelli,£540Th. ,Serie A
Camillo Ciano,£270Th. ,Serie A
Cristian Bucchi,£135Th. ,Serie A
Gianluca Curci,£6.75m ,Serie A
Angelo da Costa,£630Th. ,Serie A
Vincenzo Fiorillo,£315Th. ,Serie A
Andrea Tozzo,£90Th. ,Serie A
Davide Negretti,£68Th. ,Serie A
Reto Ziegler,£5.85m ,Serie A
Daniele Gastaldello,£3.87m ,Serie A
Stefano Lucchini,£3.15m ,Serie A
Marius Stankevicius,£2.25m ,Serie A
Romano Perticone,£1.26m ,Serie A
Massimo Volta,£990Th. ,Serie A
Jonathan Rossini,£585Th. ,Serie A
Gilberto Martínez,£270Th. ,Serie A
Daniele Messina,£90Th. ,Serie A
Fabio Lamorte,£68Th. ,Serie A
Edoardo Blondett,£45Th. ,Serie A
Pietro Accardi,£720Th. ,Serie A
Zsolt Laczkó,£540Th. ,Serie A
Marco Padalino,£1.35m ,Serie A
Luciano Zauri,£540Th. ,Serie A
Fabrizio Cacciatore,£450Th. ,Serie A
Vedran Celjak,£270Th. ,Serie A
Andrea Grieco,£135Th. ,Serie A
Angelo Palombo,£9.00m ,Serie A
Andrea Poli,£4.95m ,Serie A
Daniele Dessena,£2.61m ,Serie A
Fernando Tissone,£2.16m ,Serie A
Paolo Sammarco,£2.07m ,Serie A
Pedro Obiang,£450Th. ,Serie A
Nenad Krsticic,£180Th. ,Serie A
Daniele Mannini,£3.15m ,Serie A
Vladimir Koman,£2.07m ,Serie A
Fabio Oliviero,£45Th. ,Serie A
Jonathan Biabiany,£5.85m ,Serie A
Stefano Guberti,£3.15m ,Serie A
Franco Semioli,£1.35m ,Serie A
Antonio Cassano,£13.50m ,Serie A
Giampaolo Pazzini,£18.90m ,Serie A
Guido Marilungo,£3.60m ,Serie A
Nicola Pozzi,£3.42m ,Serie A
Federico Macheda,£2.52m ,Serie A
Massimo Maccarone,£1.80m ,Serie A
Bruno Fornaroli,£720Th. ,Serie A
Salvatore Foti,£495Th. ,Serie A
Simone Zaza,£180Th. ,Serie A
Emanuele Testardi,£90Th. ,Serie A
Fernando Muslera,£7.65m ,Serie A
Tommaso Berni,£450Th. ,Serie A
Albano Bizzarri,£315Th. ,Serie A
Alessandro Berardi,£45Th. ,Serie A
Stefan Radu,£4.95m ,Serie A
André Dias,£4.05m ,Serie A
Modibo Diakité,£1.35m ,Serie A
Giuseppe Biava,£1.17m ,Serie A
Guglielmo Stendardo,£900Th. ,Serie A
Cribari,£720Th. ,Serie A
Ivan Artipoli,£90Th. ,Serie A
Luca Crescenzi,£68Th. ,Serie A
Federico Chirico,£45Th. ,Serie A
Aurimas Vilkaitis,£45Th. ,Serie A
Javier Garrido,£1.62m ,Serie A
Riccardo Bonetto,£180Th. ,Serie A
Stephan Lichtsteiner,£8.10m ,Serie A
Lionel Scaloni,£270Th. ,Serie A
Luis Pedro Cavanda,£270Th. ,Serie A
Cristian Ledesma,£9.00m ,Serie A
Matuzalém,£2.25m ,Serie A
Lucas Correa,£180Th. ,Serie A
Alberto Quadri,£135Th. ,Serie A
Enrico Zampa,£45Th. ,Serie A
Ogenyi Onazi, ,Serie A
Álvaro González,£1.80m ,Serie A
Mark Bresciano,£1.17m ,Serie A
Cristian Brocchi,£900Th. ,Serie A
Fabio Firmani,£180Th. ,Serie A
Riccardo Perpetuini,£158Th. ,Serie A
Hernanes,£14.40m ,Serie A
Stefano Mauri,£4.95m ,Serie A
Pasquale Foggia,£1.98m ,Serie A
Mourad Meghni,£360Th. ,Serie A
Giuseppe Sculli,£4.05m ,Serie A
Simone Del Nero,£450Th. ,Serie A
Christian Manfredini,£45Th. ,Serie A
Tommaso Ceccarelli,£68Th. ,Serie A
Mauro Zárate,£12.60m ,Serie A
Sergio Floccari,£7.20m ,Serie A
Libor Kozak,£3.60m ,Serie A
Tommaso Rocchi,£1.80m ,Serie A
Gonzalo Barreto,£900Th. ,Serie A
Lorenzo Cinque,£45Th. ,Serie A
Samir Handanovic,£9.90m ,Serie A
Jan Koprivec,£270Th. ,Serie A
Emanuele Belardi,£180Th. ,Serie A
Rafael Romo,£90Th. ,Serie A
Alin Bucuroiu,£68Th. ,Serie A
Cristián Zapata,£8.10m ,Serie A
Medhi Benatia,£4.50m ,Serie A
Andrea Coda,£2.25m ,Serie A
Maurizio Domizzi,£1.80m ,Serie A
Gabriele Angella,£1.44m ,Serie A
Joel Ekstrand,£900Th. ,Serie A
Damiano Ferronetti,£810Th. ,Serie A
Nikola Vujadinovic,£225Th. ,Serie A
Alex Ortobelli,£68Th. ,Serie A
Daniele Cotrufo,£45Th. ,Serie A
Pablo Armero,£4.50m ,Serie A
Giovanni Pasquale,£1.44m ,Serie A
Mauricio Isla,£9.00m ,Serie A
Dusan Basta,£810Th. ,Serie A
Juan Cuadrado,£720Th. ,Serie A
Gökhan Inler,£13.50m ,Serie A
Giampiero Pinzi,£3.42m ,Serie A
Almen Abdi,£1.80m ,Serie A
Emmanuel Badu,£1.35m ,Serie A
Piermario Morosini,£630Th. ,Serie A
Viktor Budyanskiy,£180Th. ,Serie A
Cristian Battocchio,£90Th. ,Serie A
Antonio Candreva,£5.40m ,Serie A
Kwadwo Asamoah,£8.55m ,Serie A
Daniel Manca,- ,Serie A
Fernando Forestieri,£810Th. ,Serie A
Alexis Sánchez,£22.50m ,Serie A
Antonio Floro Flores,£6.75m ,Serie A
Antonio Di Natale,£5.85m ,Serie A
Germán Denis,£2.97m ,Serie A
Luis Muriel,£900Th. ,Serie A
Steve Beleck,£540Th. ,Serie A
Bernardo Corradi,£450Th. ,Serie A
Matej Vydra,£360Th. ,Serie A
Federico Laurito,£180Th. ,Serie A
Antonio Mirante,£4.05m ,Serie A
Nicola Pavarini,£135Th. ,Serie A
Stefano Russo,£45Th. ,Serie A
Antonio Santurro,£45Th. ,Serie A
Cristian Zaccardo,£3.60m ,Serie A
Gabriel Paletta,£2.25m ,Serie A
Paolo Dellafiore,£900Th. ,Serie A
Alessandro Lucarelli,£360Th. ,Serie A
Massimo Paci,£360Th. ,Serie A
Davide Adorni,£45Th. ,Serie A
Makris Petrozzi,£45Th. ,Serie A
Luca Antonelli,£5.40m ,Serie A
Francesco Modesto,£1.98m ,Serie A
Massimo Gobbi,£1.44m ,Serie A
Marco Pisano,£450Th. ,Serie A
Angelo,£990Th. ,Serie A
Rolf Feltscher,£450Th. ,Serie A
Nwankwo Obiora,£900Th. ,Serie A
Zé Eduardo,£270Th. ,Serie A
Alessandro De Vitis,£270Th. ,Serie A
Danilo Pereira,£225Th. ,Serie A
Daniele Galloppa,£4.95m ,Serie A
Blerim Dzemaili,£4.50m ,Serie A
Stefano Morrone,£1.80m ,Serie A
Francesco Valiani,£1.71m ,Serie A
Manuel Coppola,£360Th. ,Serie A
Filippo Savi,£180Th. ,Serie A
Matteo Mandorlini,£135Th. ,Serie A
Antonio Candreva,£5.40m ,Serie A
Andrea Rispoli,£900Th. ,Serie A
Gabriele Paonessa,£225Th. ,Serie A
Raffaele Palladino,£4.95m ,Serie A
Toni Calvo,£1.71m ,Serie A
Fernando Marqués,£1.53m ,Serie A
Filipe Oliveira,£720Th. ,Serie A
Francesco Finocchio,£90Th. ,Serie A
Sebastian Giovinco,£7.65m ,Serie A
Amauri,£6.75m ,Serie A
Valeri Bojinov,£4.32m ,Serie A
Alberto Paloschi,£4.05m ,Serie A
Hernán Crespo,£900Th. ,Serie A
Nemanja Covic,£180Th. ,Serie A
Grégoire Defrel,£90Th. ,Serie A
Salvatore Sirigu,£9.00m ,Serie A
Francesco Benussi,£450Th. ,Serie A
Giacomo Brichetto,£90Th. ,Serie A
Francesco Di Gregorio,£68Th. ,Serie A
Cesare Bovo,£5.85m ,Serie A
Ezequiel Muñoz,£5.40m ,Serie A
Dorin Goian,£1.35m ,Serie A
Kamil Glik,£1.08m ,Serie A
Santiago García,£1.08m ,Serie A
Sinisa Andelkovic,£1.08m ,Serie A
Paolo Dellafiore,£900Th. ,Serie A
Moris Carrozzieri,£630Th. ,Serie A
Cristian Melinte,£270Th. ,Serie A
Giuseppe Prestia,£180Th. ,Serie A
Daniel Cappelletti,£158Th. ,Serie A
Federico Balzaretti,£6.75m ,Serie A
Mattia Cassani,£7.20m ,Serie A
Matteo Darmian,£720Th. ,Serie A
Armin Bacinovic,£4.50m ,Serie A
Fabio Liverani,£450Th. ,Serie A
Dario Maltese,£68Th. ,Serie A
Antonio Nocerino,£8.10m ,Serie A
Giulio Migliaccio,£3.60m ,Serie A
Afriyie Acquah,£900Th. ,Serie A
Jasmin Kurtic,£720Th. ,Serie A
Nicola Rigoni,£450Th. ,Serie A
Maurizio Ciaramitaro,£135Th. ,Serie A
Francesco Ardizzone,£90Th. ,Serie A
Giovanni Cristofari,£90Th. ,Serie A
Walter Mineo,£68Th. ,Serie A
Pajtim Kasami,£1.89m ,Serie A
Javier Pastore,£18.90m ,Serie A
João Pedro,£1.53m ,Serie A
Ignazio Gattuso,£45Th. ,Serie A
Josip Ilicic,£7.65m ,Serie A
Umberto Nappello,£68Th. ,Serie A
Gabriele Zerbo, ,Serie A
Abel Hernández,£4.50m ,Serie A
Fabrizio Miccoli,£4.50m ,Serie A
Mauricio Pinilla,£4.50m ,Serie A
Massimo Maccarone,£1.80m ,Serie A
Davide Succi,£1.62m ,Serie A
Michele Paolucci,£1.35m ,Serie A
Igor Budan,£900Th. ,Serie A
Daniel Jara,£90Th. ,Serie A
Federico Marchetti,£4.95m ,Serie A
Michael Agazzi,£4.05m ,Serie A
Ivan Pelizzoli,£720Th. ,Serie A
Marco Ruzittu,£68Th. ,Serie A
Davide Astori,£5.85m ,Serie A
Michele Canini,£3.42m ,Serie A
Lorenzo Ariaudo,£1.08m ,Serie A
Daniele Magliocchetti,£270Th. ,Serie A
Mikhail Sivakov,£225Th. ,Serie A
Dario Biasi,£135Th. ,Serie A
Paolo Dametto,£90Th. ,Serie A
Bruno Martignoni,£90Th. ,Serie A
Francesco Bellucci, ,Serie A
Alessandro Agostini,£1.62m ,Serie A
Vittorio Pusceddu, ,Serie A
Francesco Pisano,£1.80m ,Serie A
Gabriele Perico,£810Th. ,Serie A
Nicolò Napoli, ,Serie A
Simone Veronese, ,Serie A
Nicola Ancis, ,Serie A
Daniele Conti,£2.52m ,Serie A
Simone Missiroli,£1.08m ,Serie A
Alex Pinardi,£180Th. ,Serie A
Daniele Giorico,£90Th. ,Serie A
Andrea Lazzari,£4.95m ,Serie A
Davide Biondini,£4.14m ,Serie A
Simon Laner,£675Th. ,Serie A
Ignazio Carta,£90Th. ,Serie A
Andrea Cossu,£4.95m ,Serie A
Radja Nainggolan,£4.50m ,Serie A
Pablo Ceppelini,£2.07m ,Serie A
Mattia Gallon,£90Th. ,Serie A
Daniele Ragatzu,£1.35m ,Serie A
Jeda,£1.08m ,Serie A
Alessandro Matri,£14.85m ,Serie A
Robert Acquafresca,£4.50m ,Serie A
Nenê,£4.23m ,Serie A
Mariano Andújar,£3.60m ,Serie A
Andrea Campagnolo,£540Th. ,Serie A
Tomas Kosicky,£270Th. ,Serie A
Matías Silvestre,£3.15m ,Serie A
Nicolás Spolli,£2.25m ,Serie A
Ciro Capuano,£1.26m ,Serie A
Giuseppe Bellusci,£1.08m ,Serie A
Alessandro Potenza,£900Th. ,Serie A
Blazej Augustyn,£585Th. ,Serie A
Christian Terlizzi,£540Th. ,Serie A
Gerardo Strumbo,£90Th. ,Serie A
Giovanni Marchese,£540Th. ,Serie A
Ezequiel Schelotto,£2.97m ,Serie A
Pablo Álvarez,£1.62m ,Serie A
Marco Biagianti,£3.60m ,Serie A
Francesco Lodi,£3.15m ,Serie A
Ezequiel Carboni,£1.35m ,Serie A
Marco Cuomo,£90Th. ,Serie A
Pablo Ledesma,£1.71m ,Serie A
Mariano Izco,£1.35m ,Serie A
Fabio Sciacca,£540Th. ,Serie A
Gennaro Delvecchio,£270Th. ,Serie A
Cristian Llama,£1.26m ,Serie A
Raphael Martinho,£450Th. ,Serie A
Pablo Barrientos,£2.25m ,Serie A
Papu Gómez,£3.15m ,Serie A
Giuseppe Mascara,£2.70m ,Serie A
Adrián Ricchiuti,£720Th. ,Serie A
Maxi López,£4.95m ,Serie A
Gonzalo Bergessio,£2.88m ,Serie A
Takayuki Morimoto,£2.70m ,Serie A
Mirco Antenucci,£1.17m ,Serie A
Gianvito Plasmati,£225Th. ,Serie A
Alessandro Malafronte,£68Th. ,Serie A
Diego Cavalieri,£540Th. ,Serie A
Alex Teodorani,£180Th. ,Serie A
Francesco Antonioli,£90Th. ,Serie A
Alex Calderoni,£90Th. ,Serie A
Aldo Simoncini,£90Th. ,Serie A
Matteo Grandi,£68Th. ,Serie A
Felipe,£3.33m ,Serie A
Steve von Bergen,£1.80m ,Serie A
