name,Market Value,current league
Gylfi Sigurdsson,£7.65m ,Premier League
Scott Sinclair,£7.20m ,Premier League
Wayne Routledge,£3.15m ,Premier League
Nathan Dyer,£4.05m ,Premier League
Gwion Edwards, ,Premier League
Danny Graham,£3.60m ,Premier League
Leroy Lita,£1.35m ,Premier League
Stephen Dobbie,£1.13m ,Premier League
Luke Moore,£900Th. ,Premier League
John Ruddy,£4.05m ,Premier League
Declan Rudd,£450Th. ,Premier League
Jed Steer,£225Th. ,Premier League
Ryan Bennett,£3.15m ,Premier League
Russell Martin,£2.70m ,Premier League
Leon Barnett,£2.25m ,Premier League
Elliott Ward,£1.80m ,Premier League
Zak Whitbread,£1.35m ,Premier League
Daniel Ayala,£450Th. ,Premier League
Marc Tierney,£900Th. ,Premier League
Adam Drury,£450Th. ,Premier League
Kyle Naughton,£3.60m ,Premier League
Elliott Bennett,£2.70m ,Premier League
Ritchie De Laet,£1.13m ,Premier League
Korey Smith,£900Th. ,Premier League
Jonathan Howson,£2.70m ,Premier League
Andrew Surman,£2.25m ,Premier League
Bradley Johnson,£1.80m ,Premier League
Andrew Crofts,£1.80m ,Premier League
David Fox,£1.80m ,Premier League
Simon Lappin,£675Th. ,Premier League
Wes Hoolahan,£2.70m ,Premier League
Anthony Pilkington,£3.15m ,Premier League
Grant Holt,£3.60m ,Premier League
Steve Morison,£2.70m ,Premier League
James Vaughan,£1.35m ,Premier League
Simeon Jackson,£1.35m ,Premier League
Chris Martin,£450Th. ,Premier League
Aaron Wilbraham,£450Th. ,Premier League
Júlio César,£13.50m ,Serie A
Emiliano Viviano,£9.45m ,Serie A
Luca Castellazzi,£450Th. ,Serie A
Raffaele Di Gennaro,£270Th. ,Serie A
Paolo Tornaghi,£68Th. ,Serie A
Riccardo Melgrati,£68Th. ,Serie A
Paolo Orlandoni,£45Th. ,Serie A
Matteo Cincilla, ,Serie A
Andrea Ranocchia,£12.15m ,Serie A
Wálter Samuel,£5.40m ,Serie A
Cristian Chivu,£4.50m ,Serie A
Juan Jesus,£4.50m ,Serie A
Lúcio,£3.60m ,Serie A
Luca Caldirola,£2.25m ,Serie A
Iván Córdoba,£450Th. ,Serie A
Matteo Bianchetti,£225Th. ,Serie A
Marek Kysela,£225Th. ,Serie A
Yuto Nagatomo,£8.55m ,Serie A
Maicon,£13.05m ,Serie A
Jonathan,£4.05m ,Serie A
Davide Faraoni,£3.60m ,Serie A
Javier Zanetti,£900Th. ,Serie A
Ibrahima Mbaye,£450Th. ,Serie A
Thiago Motta,£12.60m ,Serie A
Esteban Cambiasso,£11.70m ,Serie A
Angelo Palombo,£3.60m ,Serie A
Lorenzo Crisetig,£1.80m ,Serie A
Fredy Guarín,£10.80m ,Serie A
Andrea Poli,£6.75m ,Serie A
Joel Obi,£5.40m ,Serie A
Sulley Muntari,£4.95m ,Serie A
Dejan Stanković,£2.70m ,Serie A
Alfred Duncan,£720Th. ,Serie A
Daniel Bessa,£720Th. ,Serie A
Andrea Romanò,£450Th. ,Serie A
Wesley Sneijder,£28.80m ,Serie A
Ricardo Álvarez,£10.35m ,Serie A
Philippe Coutinho,£6.30m ,Serie A
Giovanni Terrani,£135Th. ,Serie A
Goran Pandev,£9.90m ,Serie A
Samuel Eto'o,£27.00m ,Serie A
Giampaolo Pazzini,£13.05m ,Serie A
Diego Milito,£9.90m ,Serie A
Mauro Zárate,£8.55m ,Serie A
Luc Castaignos,£4.05m ,Serie A
Diego Forlán,£3.15m ,Serie A
Samuele Longo,£1.35m ,Serie A
Marko Livaja,£270Th. ,Serie A
Gianluigi Buffon,£14.40m ,Serie A
Marco Storari,£900Th. ,Serie A
Alexander Manninger,£360Th. ,Serie A
Laurentiu Branescu,£360Th. ,Serie A
Simon Sluga,£68Th. ,Serie A
Giorgio Chiellini,£21.60m ,Serie A
Leonardo Bonucci,£12.15m ,Serie A
Andrea Barzagli,£9.00m ,Serie A
Martín Cáceres,£8.55m ,Serie A
Frederik Sörensen,£2.25m ,Serie A
Luca Marrone,£2.25m ,Serie A
Prince Gouano,£225Th. ,Serie A
Paolo De Ceglie,£4.95m ,Serie A
Fabio Grosso,£225Th. ,Serie A
Stephan Lichtsteiner,£13.05m ,Serie A
Marco Motta,£1.98m ,Serie A
Andrea Pirlo,£9.00m ,Serie A
Michele Pazienza,£3.60m ,Serie A
Arturo Vidal,£21.60m ,Serie A
Claudio Marchisio,£20.70m ,Serie A
Emanuele Giaccherini,£4.23m ,Serie A
Simone Padoin,£4.05m ,Serie A
Marcelo Estigarribia,£2.25m ,Serie A
Eljero Elia,£4.50m ,Serie A
Simone Pepe,£9.90m ,Serie A
Milos Krasic,£9.90m ,Serie A
Mirko Vucinic,£18.00m ,Serie A
Alessandro Del Piero,£900Th. ,Serie A
Alessandro Matri,£13.95m ,Serie A
Fabio Quagliarella,£10.80m ,Serie A
Marco Borriello,£6.75m ,Serie A
Vincenzo Iaquinta,£1.35m ,Serie A
Amauri,£1.35m ,Serie A
Luca Toni,£900Th. ,Serie A
Christian Abbiati,£3.60m ,Serie A
Marco Amelia,£2.70m ,Serie A
Riccardo Piscitelli,£180Th. ,Serie A
Flavio Roma,£90Th. ,Serie A
Thiago Silva,£34.20m ,Serie A
Philippe Mexès,£7.20m ,Serie A
Daniele Bonera,£3.15m ,Serie A
Alessandro Nesta,£900Th. ,Serie A
Mario Yepes,£675Th. ,Serie A
Rodrigo Ely,£225Th. ,Serie A
Marco Baldan,£90Th. ,Serie A
Ricardo Ferreira,£45Th. ,Serie A
Taye Taiwo,£5.85m ,Serie A
Luca Antonini,£4.32m ,Serie A
Djamel Mesbah,£900Th. ,Serie A
Ignazio Abate,£10.80m ,Serie A
Mattia De Sciglio,£1.62m ,Serie A
Gianluca Zambrotta,£450Th. ,Serie A
Mathieu Flamini,£5.40m ,Serie A
Mark van Bommel,£2.25m ,Serie A
Rodney Strasser,£1.80m ,Serie A
Alessio Innocenti,£270Th. ,Serie A
Antonio Nocerino,£9.90m ,Serie A
Alberto Aquilani,£8.10m ,Serie A
Urby Emanuelson,£6.75m ,Serie A
Sulley Muntari,£4.95m ,Serie A
Alexander Merkel,£4.50m ,Serie A
Gennaro Gattuso,£900Th. ,Serie A
Clarence Seedorf,£900Th. ,Serie A
Massimo Ambrosini,£900Th. ,Serie A
Mattia Valoti,£720Th. ,Serie A
Bryan Cristante,£450Th. ,Serie A
Simone Calvano,£270Th. ,Serie A
Kevin-Prince Boateng,£20.70m ,Serie A
Robinho,£16.65m ,Serie A
Stephan El Shaarawy,£9.00m ,Serie A
Adrià Carmona,£225Th. ,Serie A
Kingsley Boateng,£158Th. ,Serie A
Antonio Cassano,£9.00m ,Serie A
Zlatan Ibrahimovic,£33.30m ,Serie A
Alexandre Pato,£25.65m ,Serie A
Maxi López,£4.95m ,Serie A
Filippo Inzaghi,£720Th. ,Serie A
Simone Ganz,£405Th. ,Serie A
Gianmario Comi,£360Th. ,Serie A
Maarten Stekelenburg,£8.10m ,Serie A
Gianluca Curci,£3.15m ,Serie A
Bogdan Lobont,£450Th. ,Serie A
Mirko Pigliacelli,£225Th. ,Serie A
Francesco Proietti Gaffi,£45Th. ,Serie A
Simon Kjaer,£7.20m ,Serie A
Nicolás Burdisso,£4.05m ,Serie A
Juan,£1.80m ,Serie A
Gabriel Heinze,£1.35m ,Serie A
José Ángel,£3.60m ,Serie A
Aleandro Rosi,£3.15m ,Serie A
Cicinho,£360Th. ,Serie A
Marco Cassetti,£270Th. ,Serie A
Loïc Nego,£225Th. ,Serie A
Stefano Sabelli,£180Th. ,Serie A
Daniele De Rossi,£28.80m ,Serie A
Miralem Pjanic,£11.25m ,Serie A
Fernando Gago,£5.85m ,Serie A
Federico Viviani,£1.35m ,Serie A
Matteo Ricci,£45Th. ,Serie A
David Pizarro,£2.70m ,Serie A
Leandro Greco,£2.25m ,Serie A
Matteo Brighi,£2.25m ,Serie A
Fábio Simplício,£1.35m ,Serie A
Valerio Verre,£900Th. ,Serie A
Marquinho,£4.05m ,Serie A
Simone Perrotta,£720Th. ,Serie A
Fabio Borini,£7.20m ,Serie A
Giammario Piscitella,£900Th. ,Serie A
Erik Lamela,£13.05m ,Serie A
Rodrigo Taddei,£1.80m ,Serie A
Amato Ciciretti,£225Th. ,Serie A
Bojan Krkic,£11.70m ,Serie A
Gianluca Caprari,£1.62m ,Serie A
Francesco Totti,£900Th. ,Serie A
Daniel Osvaldo,£13.50m ,Serie A
Marco Borriello,£6.75m ,Serie A
Stefano Okaka,£1.80m ,Serie A
Junior Tallo,£360Th. ,Serie A
Morgan De Sanctis,£3.78m ,Serie A
Antonio Rosati,£2.07m ,Serie A
Roberto Colombo,£45Th. ,Serie A
Paolo Cannavaro,£8.10m ,Serie A
Miguel Britos,£5.40m ,Serie A
Hugo Campagnaro,£4.32m ,Serie A
Federico Fernández,£2.70m ,Serie A
Ignacio Fideleff,£1.80m ,Serie A
Salvatore Aronica,£900Th. ,Serie A
Leandro Rinaudo,£810Th. ,Serie A
Christian Maggio,£9.90m ,Serie A
Gianluca Grava,£360Th. ,Serie A
Gökhan Inler,£14.40m ,Serie A
Walter Gargano,£8.10m ,Serie A
Marco Donadel,£2.70m ,Serie A
Marek Hamsik,£22.50m ,Serie A
Blerim Dzemaili,£6.30m ,Serie A
Jacopo Dezi,£270Th. ,Serie A
Andrea Dossena,£2.88m ,Serie A
Massimiliano Ammendola,£90Th. ,Serie A
Ezequiel Lavezzi,£27.00m ,Serie A
Goran Pandev,£9.90m ,Serie A
Eduardo Vargas,£9.00m ,Serie A
Mario Santana,£2.25m ,Serie A
Giuseppe Mascara,£900Th. ,Serie A
Edinson Cavani,£31.50m ,Serie A
Cristian Chávez,£720Th. ,Serie A
Cristiano Lucarelli,£180Th. ,Serie A
Artur Boruc,£3.60m ,Serie A
Neto,£2.25m ,Serie A
Luca Lezzerini,£135Th. ,Serie A
Nicolò Manfredini,£135Th. ,Serie A
Edoardo Pazzagli,£68Th. ,Serie A
Alessandro Gamberini,£5.85m ,Serie A
Matija Nastasic,£4.95m ,Serie A
Michele Camporese,£2.25m ,Serie A
Cesare Natali,£900Th. ,Serie A
Felipe,£810Th. ,Serie A
Per Kröldrup,£360Th. ,Serie A
Paolo Rozzio,£158Th. ,Serie A
Alan Empereur,£68Th. ,Serie A
Juan Manuel Vargas,£8.10m ,Serie A
Manuel Pasqual,£2.25m ,Serie A
Nikola Gulan,£270Th. ,Serie A
Nii Nortey Ashong,£270Th. ,Serie A
Mattia Cassani,£4.05m ,Serie A
Lorenzo De Silvestri,£3.60m ,Serie A
Riccardo Montolivo,£11.70m ,Serie A
Valon Behrami,£7.20m ,Serie A
Daniel Kofi Agyei,£270Th. ,Serie A
Andrea Lazzari,£3.60m ,Serie A
Houssine Kharja,£2.70m ,Serie A
Rubén Olivera,£1.35m ,Serie A
Rômulo,£1.35m ,Serie A
Gianni Munari,£1.26m ,Serie A
Amidu Salifu,£1.17m ,Serie A
Marco Romizi,£270Th. ,Serie A
Marco Marchionni,£810Th. ,Serie A
Adem Ljajic,£5.85m ,Serie A
Alessio Cerci,£5.85m ,Serie A
Maxwell Acosty,£450Th. ,Serie A
Ryder Matos,£315Th. ,Serie A
Stevan Jovetic,£22.50m ,Serie A
Alberto Gilardino,£6.30m ,Serie A
Khouma Babacar,£1.62m ,Serie A
Santiago Silva,£1.35m ,Serie A
Amauri,£1.35m ,Serie A
Kenneth Zohore,£405Th. ,Serie A
Sébastien Frey,£6.75m ,Serie A
Cristiano Lupatelli,£270Th. ,Serie A
Lukas Zima,£180Th. ,Serie A
Alessio Scarpi,£45Th. ,Serie A
Andreas Granqvist,£3.42m ,Serie A
Cesare Bovo,£3.15m ,Serie A
Emiliano Moretti,£1.35m ,Serie A
Dario Dainelli,£900Th. ,Serie A
Roger Carvalho,£450Th. ,Serie A
Kakhaber Kaladze,£450Th. ,Serie A
Luka Krajnc,£225Th. ,Serie A
Alberto Marchiori,£135Th. ,Serie A
Luca Antonelli,£4.50m ,Serie A
Masahudu Alhassan,£180Th. ,Serie A
Giandomenico Mesto,£3.60m ,Serie A
Mario Sampirisi,£360Th. ,Serie A
Miguel Veloso,£9.00m ,Serie A
Felipe Seymour,£1.17m ,Serie A
Andrea Molinelli,£90Th. ,Serie A
Fernando Belluschi,£5.85m ,Serie A
Kévin Constant,£4.50m ,Serie A
Alexander Merkel,£4.50m ,Serie A
Juraj Kucka,£4.32m ,Serie A
Davide Biondini,£3.42m ,Serie A
Cristobal Jorquera,£1.62m ,Serie A
Stefano Sturaro,£225Th. ,Serie A
Matteo Meucci,£45Th. ,Serie A
Marco Rossi,£810Th. ,Serie A
Valter Birsa,£2.25m ,Serie A
Giuseppe Sculli,£1.80m ,Serie A
Boško Janković,£2.25m ,Serie A
William Lacerda,£68Th. ,Serie A
Rodrigo Palacio,£10.80m ,Serie A
Alberto Gilardino,£6.30m ,Serie A
Zé Love,£2.43m ,Serie A
Andrea Caracciolo,£2.25m ,Serie A
Sebastián Ribas,£2.16m ,Serie A
Lucas Pratto,£1.98m ,Serie A
Orlando Held,£68Th. ,Serie A
Emiliano Viviano,£9.45m ,Serie A
Alexandros Tzorvas,£1.80m ,Serie A
Rubinho,£720Th. ,Serie A
Francesco Benussi,£630Th. ,Serie A
Alessandro Micai,£135Th. ,Serie A
Giacomo Brichetto,£90Th. ,Serie A
Alberto Patania,£45Th. ,Serie A
Matías Silvestre,£8.10m ,Serie A
Ezequiel Muñoz,£3.60m ,Serie A
Cesare Bovo,£3.15m ,Serie A
Andrea Mantovani,£2.25m ,Serie A
Mauro Cetto,£1.80m ,Serie A
Carlos Labrín,£675Th. ,Serie A
Milan Milanovic,£540Th. ,Serie A
Jevrem Kosnic,£180Th. ,Serie A
Giuseppe Prestia,£180Th. ,Serie A
Luigi Silvestri,£90Th. ,Serie A
Federico Balzaretti,£6.75m ,Serie A
Luca Di Matteo,£270Th. ,Serie A
Gianluca Di Chiara,£90Th. ,Serie A
Mattia Cassani,£4.05m ,Serie A
Eros Pisano,£1.98m ,Serie A
MatÃ­as Aguirregaray,£720Th. ,Serie A
Armin Bacinovic,£3.15m ,Serie A
Massimo Donati,£1.44m ,Serie A
Ádám Simon,£450Th. ,Serie A
Antonio Nocerino,£9.90m ,Serie A
Édgar Barreto,£4.50m ,Serie A
Giulio Migliaccio,£3.60m ,Serie A
Francesco Della Rocca,£2.70m ,Serie A
Afriyie Acquah,£1.80m ,Serie A
Andrea Barberis,£113Th. ,Serie A
Édgar Álvarez,£540Th. ,Serie A
Franco Vázquez,£4.05m ,Serie A
Nicolás Bertolo,£2.52m ,Serie A
Ignacio Lores,£1.98m ,Serie A
Pablo González,£990Th. ,Serie A
Mauro Bollino,£360Th. ,Serie A
Josip Ilicic,£7.20m ,Serie A
Eran Zahavi,£1.80m ,Serie A
Abel Hernández,£4.50m ,Serie A
Mauricio Pinilla,£3.60m ,Serie A
Fabrizio Miccoli,£2.70m ,Serie A
Agon Mehmeti,£1.17m ,Serie A
Igor Budan,£720Th. ,Serie A
Cephas Malele,£68Th. ,Serie A
Federico Marchetti,£6.75m ,Serie A
Juan Pablo Carrizo,£1.80m ,Serie A
Albano Bizzarri,£360Th. ,Serie A
Alessandro Berardi,£180Th. ,Serie A
Tiziano Scarfagna,£68Th. ,Serie A
Gianmarco Oddo,£45Th. ,Serie A
Modibo Diakité,£4.50m ,Serie A
Stefan Radu,£4.50m ,Serie A
André Dias,£2.70m ,Serie A
Guglielmo Stendardo,£720Th. ,Serie A
Marius Stankevicius,£675Th. ,Serie A
Giuseppe Biava,£540Th. ,Serie A
Luca Crescenzi,£270Th. ,Serie A
Riccardo Serpieri,£135Th. ,Serie A
Andrea Sbraga,£90Th. ,Serie A
Federico Chirico,£90Th. ,Serie A
Ivan Artipoli,£68Th. ,Serie A
Javier Garrido,£810Th. ,Serie A
Abdoulay Konko,£4.50m ,Serie A
Lionel Scaloni,£315Th. ,Serie A
Luis Pedro Cavanda,£225Th. ,Serie A
Luciano Zauri,£180Th. ,Serie A
Claudio Andreoli,£45Th. ,Serie A
Tommaso Barluzzi,£45Th. ,Serie A
Fabrizio Pasquetto,£45Th. ,Serie A
Cristian Ledesma,£10.80m ,Serie A
Lorik Cana,£4.50m ,Serie A
Matuzalém,£1.80m ,Serie A
Ogenyi Onazi,£180Th. ,Serie A
Enrico Zampa,£180Th. ,Serie A
Álvaro González,£4.05m ,Serie A
Cristian Brocchi,£360Th. ,Serie A
Danilo Cataldi,£135Th. ,Serie A
Vittorio Salustri,£90Th. ,Serie A
Luca Carru,£45Th. ,Serie A
Antonio Candreva,£4.95m ,Serie A
Senad Lulic,£6.75m ,Serie A
Hernanes,£14.40m ,Serie A
Stefano Mauri,£2.70m ,Serie A
Gregorio Pagni,£45Th. ,Serie A
Giuseppe Sculli,£1.80m ,Serie A
Simone Del Nero,£90Th. ,Serie A
Edoardo Fagioli,£45Th. ,Serie A
Tommaso Ceccarelli,£270Th. ,Serie A
Miroslav Klose,£5.40m ,Serie A
Djibril Cissé,£5.40m ,Serie A
Libor Kozak,£3.60m ,Serie A
Emiliano Alfaro,£2.70m ,Serie A
Tommaso Rocchi,£810Th. ,Serie A
Antonio Rozzi,£630Th. ,Serie A
Gonzalo Barreto,£630Th. ,Serie A
Stephen Makinwa,£225Th. ,Serie A
Matteo Monteforte,£68Th. ,Serie A
Samir Handanovic,£13.50m ,Serie A
Emanuele Belardi,£90Th. ,Serie A
Daniele Padelli,£90Th. ,Serie A
Rafael Romo,£90Th. ,Serie A
Ivan Provedel,£68Th. ,Serie A
Simone Deana,£45Th. ,Serie A
Medhi Benatia,£12.15m ,Serie A
Danilo,£4.95m ,Serie A
Maurizio Domizzi,£1.98m ,Serie A
Neuton,£1.80m ,Serie A
Andrea Coda,£900Th. ,Serie A
Damiano Ferronetti,£900Th. ,Serie A
Joel Ekstrand,£720Th. ,Serie A
Mohamadou Sissoko,£360Th. ,Serie A
Simone Sbardella,£113Th. ,Serie A
Luca Corrado,£68Th. ,Serie A
Daniel Bello,£45Th. ,Serie A
Pablo Armero,£9.45m ,Serie A
Giovanni Pasquale,£1.08m ,Serie A
Jean-Alain Fanchone,£450Th. ,Serie A
Devid Cudicio,£45Th. ,Serie A
Mauricio Isla,£12.60m ,Serie A
Dusan Basta,£4.95m ,Serie A
Michele Pazienza,£3.60m ,Serie A
Gelson Fernandes,£3.15m ,Serie A
Thierry Doubai,£1.35m ,Serie A
Abdoul Sissoko,£900Th. ,Serie A
Vasilios Karagounis,£113Th. ,Serie A
Ergün Berisa,£45Th. ,Serie A
Giampiero Pinzi,£3.15m ,Serie A
Emmanuel Badu,£1.62m ,Serie A
Almen Abdi,£1.35m ,Serie A
Cristian Battocchio,£720Th. ,Serie A
Piotr Zielinski,£90Th. ,Serie A
Luca Baldassin,£90Th. ,Serie A
Mattia Bedin,£68Th. ,Serie A
Gianluca Migliorini,£68Th. ,Serie A
Marco Piscopo,£45Th. ,Serie A
Kwadwo Asamoah,£13.50m ,Serie A
Diego Fabbrini,£2.70m ,Serie A
Roberto Pereyra,£2.70m ,Serie A
Davide Marsura,£113Th. ,Serie A
Riccardo Dimitrio,£90Th. ,Serie A
Gabriel Torje,£4.50m ,Serie A
Barreto,£2.25m ,Serie A
Antonio Di Natale,£6.30m ,Serie A
Antonio Floro Flores,£5.40m ,Serie A
Germán Denis,£4.95m ,Serie A
Matej Vydra,£810Th. ,Serie A
Antonio Mirante,£4.32m ,Serie A
Alberto Gallinetta,£68Th. ,Serie A
Matteo Ferrari,£45Th. ,Serie A
Joyce Anacoura,£45Th. ,Serie A
Marco D'Arsiè,£45Th. ,Serie A
Matteo Mantovani,£68Th. ,Serie A
Simone Pessagno,£45Th. ,Serie A
Cristian Zaccardo,£3.60m ,Serie A
Gabriel Paletta,£3.42m ,Serie A
Fabiano Santacroce,£720Th. ,Serie A
Gonçalo Brandão,£540Th. ,Serie A
Stefano Ferrario,£540Th. ,Serie A
Alessandro Lucarelli,£360Th. ,Serie A
Makris Petrozzi,£45Th. ,Serie A
Davide Adorni,£45Th. ,Serie A
Francesco Modesto,£1.71m ,Serie A
Massimo Gobbi,£1.08m ,Serie A
Matteo Rubin,£900Th. ,Serie A
Jonathan,£4.05m ,Serie A
Rolf Feltscher,£270Th. ,Serie A
McDonald Mariga,£5.40m ,Serie A
Nwankwo Obiora,£810Th. ,Serie A
Danilo Pereira,£450Th. ,Serie A
Zé Eduardo,£450Th. ,Serie A
Daniele Galloppa,£4.50m ,Serie A
Jaime Valdés,£1.62m ,Serie A
Francesco Valiani,£990Th. ,Serie A
Stefano Morrone,£720Th. ,Serie A
Manuele Blasi,£720Th. ,Serie A
Gianluca Musacci,£540Th. ,Serie A
Abderrazzak Jadid,£405Th. ,Serie A
Cristiano Colla,£45Th. ,Serie A
Fabio Borini,£7.20m ,Serie A
Raffaele Palladino,£900Th. ,Serie A
Jonathan Biabiany,£7.20m ,Serie A
Fernando Marqués,£765Th. ,Serie A
Nicola Berselli,£45Th. ,Serie A
Sebastian Giovinco,£11.25m ,Serie A
Sergio Floccari,£4.50m ,Serie A
Stefano Okaka,£1.80m ,Serie A
Hernán Crespo,£900Th. ,Serie A
Graziano Pellè,£900Th. ,Serie A
Michael Agazzi,£5.40m ,Serie A
Vlada Avramov,£180Th. ,Serie A
Marco Ruzittu,£68Th. ,Serie A
Mauro Vigorito,£68Th. ,Serie A
Davide Astori,£9.00m ,Serie A
Michele Canini,£3.15m ,Serie A
Lorenzo Ariaudo,£1.62m ,Serie A
Paolo Dametto,£315Th. ,Serie A
Simone Gozzi,£270Th. ,Serie A
Alessandro Agostini,£900Th. ,Serie A
Nicola Murru,£180Th. ,Serie A
Francesco Pisano,£1.80m ,Serie A
Gabriele Perico,£540Th. ,Serie A
Albin Ekdal,£2.70m ,Serie A
Sebastian Eriksson,£1.08m ,Serie A
Salvatore Burrai,£135Th. ,Serie A
Davide Biondini,£3.42m ,Serie A
Daniele Dessena,£1.62m ,Serie A
Rui Sampaio,£540Th. ,Serie A
Francesco Mannoni,£45Th. ,Serie A
Radja Nainggolan,£11.70m ,Serie A
Andrea Cossu,£3.15m ,Serie A
Pablo Ceppelini,£1.35m ,Serie A
Marco Mancosu,£405Th. ,Serie A
Thiago Ribeiro,£2.70m ,Serie A
Nicolas Bovi,£90Th. ,Serie A
Víctor Ibarbo,£2.70m ,Serie A
Giovanbattista Catalano,£90Th. ,Serie A
Mauricio Pinilla,£3.60m ,Serie A
Nenê,£2.52m ,Serie A
Mostapha El Kabir,£1.35m ,Serie A
Joaquín Larrivey,£900Th. ,Serie A
Jean-François Gillet,£2.25m ,Serie A
Federico Agliardi,£675Th. ,Serie A
Dejan Stojanovic,£270Th. ,Serie A
Filippo Lombardi,£90Th. ,Serie A
Luca Marchignoli,£45Th. ,Serie A
Frederik Sörensen,£2.25m ,Serie A
Mikael Antonsson,£1.35m ,Serie A
Nicolò Cherubin,£900Th. ,Serie A
José Crespo,£900Th. ,Serie A
Andrea Raggi,£900Th. ,Serie A
Daniele Portanova,£810Th. ,Serie A
Cesare Rickler,£270Th. ,Serie A
Simone Loria,£90Th. ,Serie A
Nemanja Mitrovic,£68Th. ,Serie A
Matteo Boccaccini,£68Th. ,Serie A
Matteo Rubin,£900Th. ,Serie A
Archimede Morleo,£810Th. ,Serie A
Luigi Vitale,£720Th. ,Serie A
Juan Cruz,£68Th. ,Serie A
György Garics,£1.80m ,Serie A
Gaby Mudingayi,£3.15m ,Serie A
Diego Pérez,£2.25m ,Serie A
Riccardo Casini,£68Th. ,Serie A
Saphir Taider,£2.70m ,Serie A
Francesco Della Rocca,£2.70m ,Serie A
Panagiotis Kone,£1.44m ,Serie A
Nico Pulzetti,£1.35m ,Serie A
Rene Krhin,£1.08m ,Serie A
Federico Casarini,£1.08m ,Serie A
GastÃ³n RamÃ­rez,£12.15m ,Serie A
Alessandro Diamanti,£5.85m ,Serie A
Riccardo Pasi,£90Th. ,Serie A
Robert Acquafresca,£3.15m ,Serie A
Ishak Belfodil,£2.25m ,Serie A
Federico Rodríguez,£1.08m ,Serie A
Henry Giménez,£720Th. ,Serie A
Marco Di Vaio,£450Th. ,Serie A
Daniele Paponi,£360Th. ,Serie A
Manuel Gavilán,£225Th. ,Serie A
Massimo Coda,£135Th. ,Serie A
Daniele Vantaggiato,- ,Serie A
Nicola Ravaglia,£360Th. ,Serie A
Francesco Antonioli,£90Th. ,Serie A
Alex Calderoni,£45Th. ,Serie A
Alessandro Tonti,£45Th. ,Serie A
Aldo Simoncini,£23Th. ,Serie A
Steve von Bergen,£1.35m ,Serie A
Yohan Benalouane,£810Th. ,Serie A
Guillermo Rodríguez,£765Th. ,Serie A
Maurizio Lauro,£630Th. ,Serie A
Marco Rossi,£540Th. ,Serie A
Vangelis Moras,£540Th. ,Serie A
Luca Ricci,£158Th. ,Serie A
Aleksejs Gilnics,£68Th. ,Serie A
Marco Vesi,£45Th. ,Serie A
Daniel Pudil,£1.62m ,Serie A
Stefan Popescu,£68Th. ,Serie A
Luca Ceccarelli,£720Th. ,Serie A
Gianluca Comotto,£270Th. ,Serie A
Leonardo Arrigoni,£45Th. ,Serie A
David Meza Colli,£90Th. ,Serie A
Francesco Urso,£68Th. ,Serie A
Abdul Yabré,£45Th. ,Serie A
Marco Parolo,£4.05m ,Serie A
Roberto Guana,£720Th. ,Serie A
Giuseppe Colucci,£450Th. ,Serie A
Tommaso Arrigoni,£360Th. ,Serie A
Damjan Djokovic,£315Th. ,Serie A
Tibor Cica,£90Th. ,Serie A
Antonio Candreva,£4.95m ,Serie A
Raphael Martinho,£360Th. ,Serie A
Mattia Filippi,£68Th. ,Serie A
Simone Del Nero,£90Th. ,Serie A
Jorge Martínez,£1.80m ,Serie A
César Meza Colli,£45Th. ,Serie A
Alessandro Saporetti,£45Th. ,Serie A
Ã‰der,£3.60m ,Serie A
Mario Santana,£2.25m ,Serie A
Adrian Mutu,£2.25m ,Serie A
Abdelkader Ghezzal,£2.25m ,Serie A
Vincenzo Iaquinta,£1.35m ,Serie A
Dominique Malonga,£630Th. ,Serie A
Vincenzo Rennella,£360Th. ,Serie A
Erjon Bogdani,£360Th. ,Serie A
Marko Livaja,£270Th. ,Serie A
Nicolò Lolli,£68Th. ,Serie A
Mariano Andújar,£3.60m ,Serie A
Juan Pablo Carrizo,£1.80m ,Serie A
Tomas Kosicky,£180Th. ,Serie A
Andrea Campagnolo,£180Th. ,Serie A
Pietro Terracciano,£90Th. ,Serie A
Haichel Bouallegue,£45Th. ,Serie A
Nicolás Spolli,£2.25m ,Serie A
Giuseppe Bellusci,£1.98m ,Serie A
Alessandro Potenza,£720Th. ,Serie A
Ciro Capuano,£675Th. ,Serie A
Nicola Legrottaglie,£360Th. ,Serie A
Blazej Augustyn,£315Th. ,Serie A
Giovanni Marchese,£1.35m ,Serie A
Tom,£68Th. ,Serie A
Marco Motta,£1.98m ,Serie A
Pablo Álvarez,£1.08m ,Serie A
Luca Calapai,£90Th. ,Serie A
Francesco Lodi,£4.95m ,Serie A
Marco Biagianti,£2.70m ,Serie A
Felipe Seymour,£1.17m ,Serie A
Mario Paglialunga,£450Th. ,Serie A
Mariano Izco,£1.80m ,Serie A
Sergio Almirón,£1.62m ,Serie A
Pablo Ledesma,£1.26m ,Serie A
Fabio Sciacca,£540Th. ,Serie A
Gennaro Delvecchio,£270Th. ,Serie A
Federico Moretti,£180Th. ,Serie A
Cristian Llama,£720Th. ,Serie A
Pablo Barrientos,£3.60m ,Serie A
Keko,£360Th. ,Serie A
Papu Gómez,£6.30m ,Serie A
Adrián Ricchiuti,£270Th. ,Serie A
Maxi López,£4.95m ,Serie A
Gonzalo Bergessio,£2.25m ,Serie A
Davide Lanzafame,£900Th. ,Serie A
