Name,MarketValue16-17,League16-17,MarketValue17-18,age,height,position,foot,current club,11/12 games,11/12 goals/conceded,11/12 assists/clean,11/12 minutes,12/13 games,12/13 goals/conceded,12/13 assists/clean,12/13 minutes,13/14 games,13/14 goals/conceded,13/14 assists/clean,13/14 minutes,14/15 games,14/15 goals/conceded,14/15 assists/clean,14/15 minutes,15/16 games,15/16 goals/conceded,15/16 assists/clean,15/16 minutes,16/17 games,16/17 goals/conceded,16/17 assists/clean,16/17 minutes,17/18 games,17/18 goals/conceded,17/18 assists/clean,17/18 minutes,18/19 games,18/19 goals/conceded,18/19 assists/clean,18/19 minutes,19/20 games,19/20 goals/conceded,19/20 assists/clean,19/20 minutes,20/21 games,20/21 goals/conceded,20/21 assists/clean,20/21 minutes,current league
Jose Cholevas,Â£1.80m,Premier League,Â£1.80m,36,184,Defender - Left-Back,left,Olympiacos Piraeus,35,3,5,2754,40,4,10,3521,29,2,5,2479,34,1,1,2787,13,1,0,1125,33,2,4,2910,31,0,4,2580,32,3,6,2717,15,0,0,1144,6,0,0,540,Premier League
Chris Brunt,Â£3.60m,Premier League,Â£2.70m,35,187,Midfielder - Central Midfield,left,Bristol City,30,3,8,2427,34,3,10,2420,30,3,5,2394,39,3,11,3319,26,0,3,2012,33,4,4,2616,29,0,8,2120,36,2,7,2291,16,0,0,849,4,0,0,123,Premier League
Stephen Ward,Â£1.35m,Premier League,Â£2.70m,35,184,Defender - Left-Back,left,Ipswich Town,41,3,1,3607,41,2,1,3450,47,4,4,4138,10,0,0,713,27,2,4,2352,38,1,1,3322,28,1,1,2462,10,0,0,835,18,0,0,1494,5,0,0,382,Premier League
MÃ¡rio Rui,Â£6.30m,Serie A,Â£12.60m,29,170,Defender - Left-Back,left,SSC Napoli,32,2,0,2432,24,0,1,1426,27,0,1,1520,37,0,3,2826,37,0,1,3330,10,0,0,739,30,2,4,2312,31,1,2,2318,35,0,2,2847,0,0,0,0,Serie A
Federico Peluso,Â£900Th.,Serie A,Â£720Th.,36,188,Defender - Left-Back,left,US Sassuolo,34,1,2,2887,30,2,4,2154,14,1,2,762,29,0,1,2429,36,1,1,3145,41,1,2,3610,33,1,1,2753,19,1,0,1588,24,0,2,1600,2,0,0,0,Serie A
Emil Hallfredsson,Â£1.35m,Serie A,Â£540Th.,36,185,Midfielder - Central Midfield,left,Calcio Padova,42,7,8,3530,37,3,8,3031,33,2,4,2467,31,1,10,2360,30,1,1,2111,29,0,3,2017,21,0,1,922,10,1,0,596,9,0,1,782,5,0,0,307,Serie A
NicolÃ² Cherubin,Â£360Th.,Serie A,Â£225Th.,33,188,Defender - Centre-Back,left,Luparense FC,23,1,0,1650,30,1,1,2626,15,1,0,1134,13,0,0,1010,16,1,0,1208,5,0,1,450,10,0,0,809,15,0,0,1305,5,0,0,229,0,0,0,0,Serie A
Artur Ionita,Â£3.15m,Serie A,Â£3.15m,30,184,Midfielder - Central Midfield,both,Benevento Calcio,31,3,1,2253,38,6,2,3383,37,6,0,3250,19,2,2,1162,32,4,2,2470,19,3,1,1393,37,0,2,2761,39,3,3,3145,37,0,3,2151,4,0,0,343,Serie A
Bruno Martella,Â£1.62m,Serie A,Â£1.98m,28,183,Defender - Left-Back,left,Brescia Calcio,22,2,0,1633,21,1,0,1642,23,4,2,1275,29,0,2,2432,36,3,8,2928,29,0,0,2323,32,1,4,2798,27,2,5,1968,24,0,0,1263,3,0,0,270,Serie A
Adrian Stoian,Â£900Th.,Serie A,Â£1.62m,29,177,Forward - Left Winger,both,FC Viitorul ConstanÈ›a,32,5,2,2038,21,3,1,840,15,0,2,521,26,1,4,1640,34,5,6,1920,28,3,3,1615,34,2,4,2306,21,2,0,1109,3,0,0,51,1,0,0,24,Serie A
VÃ­ctor Ruiz,Â£12.60m,LaLiga,Â£10.80m,31,184,Defender - Centre-Back,left,Real Betis BalompiÃ©,37,2,0,3251,33,0,1,2291,19,1,2,1433,36,0,2,3162,51,0,0,4330,36,1,1,3077,34,2,1,3047,33,0,0,2966,26,0,1,2302,0,0,0,0,LaLiga
Jaume Costa,Â£8.10m,LaLiga,Â£8.10m,32,171,Defender - Left-Back,left,Villarreal CF,36,1,0,3134,33,0,3,2388,32,1,3,2546,43,1,6,3597,27,1,1,2189,36,1,3,3064,36,0,1,3078,29,1,1,2202,25,0,1,1890,2,0,0,13,LaLiga
Luisinho,Â£1.62m,LaLiga,Â£1.08m,35,171,Defender - Left-Back,left,SD Huesca,32,1,4,2788,10,1,1,900,32,3,7,2732,36,0,1,3057,23,0,0,1334,30,1,2,2267,30,1,1,2622,7,0,0,508,27,0,0,2179,3,0,0,88,LaLiga
Pedro Mosquera,Â£3.60m,LaLiga,Â£1.80m,32,184,Midfielder - Central Midfield,left,SD Huesca,20,3,1,1656,38,3,2,3114,26,0,0,1592,27,1,2,2310,40,0,2,3507,27,3,0,1861,25,0,2,1504,17,0,1,1108,40,0,1,3409,6,0,0,540,LaLiga
Juankar,Â£2.25m,LaLiga,Â£1.35m,30,179,Defender - Left-Back,left,Panathinaikos Athens,26,3,1,1029,26,0,4,1543,26,0,3,1854,24,0,1,1529,20,1,2,1277,29,2,4,2158,10,0,0,784,8,1,0,513,37,0,1,2918,2,0,0,165,LaLiga
Jony,Â£2.25m,LaLiga,Â£1.80m,29,179,Forward - Left Winger,left,CA Osasuna,34,5,0,1669,24,1,0,1237,38,10,4,3209,42,8,10,3213,36,5,9,2882,26,2,1,1372,30,6,5,2163,37,4,11,2993,32,0,4,1659,3,0,0,113,LaLiga
Oier OlazÃ¡bal,Â£720Th.,LaLiga,Â£1.35m,31,189,Goalkeeper,left,RCD Espanyol Barcelona,23,25,9,2070,19,31,5,1698,0,0,0,0,16,28,5,1440,5,8,1,406,6,8,1,478,27,39,8,2430,21,40,5,1890,4,0,6,292,0,0,0,0,LaLiga
Manu GarcÃ­a,Â£1.35m,LaLiga,Â£1.62m,34,183,Midfielder - Defensive Midfield,left,Deportivo AlavÃ©s,37,10,0,2351,42,3,3,3607,39,3,2,3105,33,0,2,2485,39,5,2,3353,31,3,2,2439,32,3,0,2487,35,2,1,2415,30,0,0,1967,3,0,0,38,LaLiga
Antonio Luna,Â£1.80m,LaLiga,Â£1.80m,29,178,Defender - Left-Back,left,Girona FC,17,1,1,1139,17,1,0,1149,18,1,0,1471,4,0,0,332,18,0,3,1204,28,1,6,2222,24,0,2,2111,18,0,2,1439,24,0,1,1796,2,0,0,180,LaLiga
Alexander Szymanowski,Â£4.50m,LaLiga,Â£1.80m,32,174,Forward - Left Winger,left,Recreativo Huelva,39,11,0,3157,39,10,6,2761,28,5,3,2278,26,1,7,1572,49,13,11,3248,28,8,2,2039,15,2,2,1102,1,0,0,9,0,0,0,0,1,0,0,27,LaLiga
Hatem Ben Arfa,Â£9.00m,Ligue 1,Â£4.50m,33,179,Midfielder - Attacking Midfield,left,FC Girondins Bordeaux,30,6,6,1879,22,4,3,1591,30,3,7,1450,10,1,1,564,37,18,7,3100,32,4,7,1136,,,,,41,9,6,3230,5,0,0,158,1,0,0,66,Ligue 1
Maxime Le Marchand,Â£2.25m,Ligue 1,Â£3.60m,31,185,Defender - Centre-Back,left,Fulham FC,22,1,0,1479,32,0,0,2838,32,2,0,2528,34,1,0,2928,27,1,0,2317,13,1,0,973,41,0,3,3570,29,0,1,2452,15,0,0,398,4,0,0,302,Ligue 1
Maciej Rybus,Â£3.15m,Ligue 1,Â£2.88m,31,173,Defender - Left-Back,left,Lokomotiv Moscow,29,4,15,2261,20,4,2,1417,18,0,5,1392,28,3,7,2321,31,8,4,2193,28,0,2,1833,27,1,0,2049,20,1,1,1779,26,0,4,2273,11,0,0,990,Premier Liga
Jimmy Durmaz,Â£1.80m,Ligue 1,Â£1.80m,31,180,Forward - Right Winger,left,Fatih KaragÃ¼mrÃ¼k,27,6,2,2272,32,5,2,2076,33,6,4,2767,28,5,7,1339,27,7,10,1946,30,3,1,1657,25,4,3,1242,37,4,1,1925,15,0,1,452,4,0,0,54,Ligue 1
Ludovic Baal,Â£1.35m,Ligue 1,Â£900Th.,34,176,Defender - Left-Back,left,Stade Brest 29,37,2,1,3114,38,0,2,3168,41,1,2,3700,28,0,4,2496,23,0,3,1612,35,0,6,3062,20,0,1,1378,3,0,0,152,11,0,0,825,2,0,0,161,Ligue 1
Nicolas Pallois,Â£3.15m,Ligue 1,Â£3.15m,33,189,Defender - Centre-Back,left,FC Nantes,22,3,1,1823,37,1,1,3351,39,3,1,3524,37,1,0,3245,25,1,1,2190,39,2,1,3487,31,0,2,2705,31,2,0,2790,22,0,0,1980,7,0,0,630,Ligue 1
Yannis Salibur,Â£4.50m,Ligue 1,Â£4.50m,29,177,Forward - Right Winger,left,Fatih KaragÃ¼mrÃ¼k,29,2,0,1476,31,3,6,2263,35,7,0,2794,15,0,0,491,34,10,6,2781,37,8,6,2989,24,3,1,1630,24,1,4,1107,4,0,0,78,2,0,0,126,Ligue 1
HervÃ© Bazile,Â£1.35m,Ligue 1,Â£720Th.,30,181,Forward - Left Winger,left,AC Le Havre,21,4,0,1102,21,7,0,1509,27,10,0,2050,33,8,3,1928,26,0,3,1093,21,2,3,904,22,0,1,1098,25,5,2,1426,7,0,0,145,3,0,0,120,Ligue 1
Bruno CÃ©sar,Â£4.05m,Liga NOS,Â£2.70m,31,178,Midfielder - Attacking Midfield,left,FC Penafiel,44,13,7,2786,32,7,5,2047,15,4,1,870,19,3,1,718,29,5,4,1885,42,6,8,2773,33,2,0,1361,18,2,0,581,9,0,0,271,1,0,0,11,Liga NOS
Bruno Teles,Â£360Th.,Liga NOS,Â£360Th.,34,183,Defender - Left-Back,left,AcadÃ©mica Coimbra,28,4,3,2520,28,1,4,2480,5,0,0,385,23,1,0,1860,7,0,0,513,1,0,0,69,19,1,1,1356,35,0,8,3180,21,0,1,1852,6,0,0,499,Liga NOS
Gevorg Ghazaryan,Â£900Th.,Liga NOS,Â£675Th.,32,180,Forward - Left Winger,left,AEL Limassol,44,5,2,3157,30,6,3,1897,21,1,1,1259,15,1,2,1033,25,3,3,1379,29,4,3,1951,13,1,0,289,20,3,2,1174,15,0,0,725,1,0,0,52,Liga NOS
Salvatore Bocchetti,Â£2.70m,Premier Liga,Â£1.80m,33,186,Defender - Centre-Back,left,Delfino Pescara 1936,15,1,0,1263,29,3,1,2600,13,0,0,1077,14,0,0,1028,30,3,0,2700,17,1,0,1520,18,1,0,1655,22,0,0,1888,5,0,0,302,2,0,0,107,Premier Liga
Sead Kolasinac,,,Â£16.20m,27,183,Defender - Left-Back,left,Arsenal FC,30,6,7,2683,25,2,2,1877,30,0,2,2154,8,0,0,619,30,1,1,2048,36,3,9,2892,36,5,4,2623,36,0,9,2789,32,0,2,2044,4,0,0,277,Premier League
Carlo Pinsoglio,,,Â£450Th.,30,194,Goalkeeper,left,Juventus FC,9,30,6,783,22,31,5,1977,39,38,14,3510,44,41,16,4020,38,47,9,3366,41,47,10,3720,1,1,0,27,1,2,0,90,1,0,1,18,0,0,0,0,Serie A
Ricardo RodrÃ­guez,,,Â£13.50m,28,180,Defender - Left-Back,left,Torino FC,44,1,5,3884,27,0,6,1902,38,7,10,3355,39,10,5,3453,36,3,4,3090,27,2,3,2289,47,4,2,4149,41,0,3,3530,11,0,0,835,1,0,0,88,Serie A
Bram Nuytinck,,,Â£2.52m,30,190,Defender - Centre-Back,left,Udinese Calcio,29,2,0,2522,45,2,0,4039,31,1,0,2580,15,0,1,1051,24,2,1,1610,44,1,1,3574,30,1,1,2631,27,0,0,2129,28,0,1,2409,0,0,0,0,Serie A
AndrÃ©s Guardado,,,Â£4.50m,34,169,Midfielder - Central Midfield,left,Real Betis BalompiÃ©,37,11,0,3094,44,1,6,3198,29,0,1,2152,35,1,1,2956,34,1,12,2921,33,2,9,2784,30,2,8,2308,42,0,4,3133,30,0,3,2134,1,0,0,0,LaLiga
Vitorino Antunes,,,Â£3.15m,33,175,Defender - Left-Back,left,Sporting CP,10,1,1,662,34,4,1,2999,38,1,2,3363,33,3,2,2861,33,2,2,2894,28,1,0,2522,36,0,2,2976,31,1,4,2356,3,0,0,182,3,0,0,42,LaLiga
Tristan DingomÃ©,,,Â£900Th.,29,174,Midfielder - Central Midfield,left,ES Troyes AC,25,1,7,1412,19,0,3,1167,32,0,1,2150,33,2,2,2488,20,1,1,1498,35,4,4,2978,14,0,0,1195,23,1,4,1559,18,0,1,1068,2,0,0,104,Ligue 1
Chaouki Ben Saada,,,Â£450Th.,36,176,Midfielder - Attacking Midfield,left,SC Bastia,36,2,7,2365,19,2,0,1299,18,0,4,771,19,2,5,696,20,1,2,901,35,5,1,1844,17,0,0,419,11,1,0,354,3,0,0,242,3,0,0,134,Ligue 1
Fedor Chernykh,,,Â£1.35m,29,183,Forward - Right Winger,both,Jagiellonia Bialystok,33,6,3,2657,36,4,5,3220,14,3,3,1230,33,12,6,2573,35,4,4,2674,36,13,9,3076,35,5,8,2593,24,2,0,1529,12,0,0,535,2,0,0,61,Premier Liga
Giorgi Navalovski,,,Â£225Th.,34,172,Defender - Left-Back,left,Dinamo Batumi,2,1,0,180,22,0,1,1969,31,1,4,2683,26,1,2,2160,27,2,4,2342,21,0,2,1704,32,1,2,2744,30,0,5,2541,11,0,0,988,2,0,0,135,Premier Liga
Daley Blind,Â£19.80m,Premier League,Â£16.20m,30,180,Defender - Centre-Back,left,Ajax Amsterdam,31,0,1,2260,46,2,2,3995,45,1,1,3920,32,2,4,2726,56,2,3,5002,39,1,2,3203,17,1,2,1231,57,6,5,4919,34,1,1,2899,5,0,0,417,Premier League
Nacho Monreal,Â£11.70m,Premier League,Â£11.70m,34,180,Defender - Left-Back,left,Real Sociedad,33,0,4,2745,32,2,6,2636,36,0,1,1948,39,1,2,3277,45,0,4,3936,43,1,3,3798,38,6,2,3091,36,1,7,2898,36,2,0,2962,3,0,0,270,Premier League
Carl Jenkinson,Â£4.50m,Premier League,Â£3.15m,28,185,Defender - Right-Back,right,Nottingham Forest,17,0,4,1086,23,0,1,2051,24,1,3,1637,36,0,2,3057,23,2,0,1524,12,1,2,1017,9,0,0,681,9,1,0,647,10,0,1,800,1,0,0,80,Premier League
Francis Coquelin,Â£13.50m,Premier League,Â£10.80m,29,177,Midfielder - Defensive Midfield,right,Villarreal CF,18,0,1,1191,26,0,1,1293,24,1,0,1241,37,0,0,2770,36,0,0,2380,39,0,0,2338,26,1,1,1675,42,0,1,2810,36,0,2,2579,4,0,0,206,Premier League
Mohamed Elneny,Â£9.00m,Premier League,Â£9.00m,28,179,Midfielder - Defensive Midfield,right,Arsenal FC,14,0,3,1260,26,0,0,1551,48,1,3,3370,42,3,3,2833,44,7,3,3192,24,0,2,1043,32,1,4,2341,17,0,1,1013,36,1,4,3064,6,0,0,472,Premier League
Nathaniel Clyne,Â£18.90m,Premier League,Â£18.00m,29,175,Defender - Right-Back,right,Crystal Palace,31,0,1,2850,34,1,3,3021,29,1,5,2219,41,3,0,3687,52,2,2,4661,41,0,3,3616,5,0,0,183,21,0,1,1523,,,,,1,0,0,45,Premier League
Lucas Leiva,Â£6.30m,Premier League,Â£9.00m,33,179,Midfielder - Defensive Midfield,right,SS Lazio,15,0,1,1295,32,0,1,2315,30,0,0,2100,32,0,0,2281,40,0,1,2850,32,1,3,1778,50,4,5,4031,36,0,4,2711,30,0,1,2143,4,0,0,268,Serie A
James McCarthy,Â£13.50m,Premier League,Â£7.20m,29,180,Midfielder - Central Midfield,right,Crystal Palace,34,0,3,2973,42,3,2,3645,45,1,3,3841,37,2,3,2936,37,2,2,3045,13,1,2,678,6,0,0,356,2,0,0,104,35,0,0,1847,4,0,0,319,Premier League
Tom Cleverley,Â£7.20m,Premier League,Â£8.10m,31,175,Midfielder - Central Midfield,right,Watford FC,17,0,4,944,33,4,4,2353,31,1,1,2227,38,3,0,3098,30,2,6,2319,29,0,3,1958,25,1,3,2008,17,1,1,662,19,1,0,1000,5,0,0,381,Premier League
Pedro Obiang,Â£8.10m,Premier League,Â£7.20m,28,186,Midfielder - Central Midfield,right,US Sassuolo,34,0,3,2839,35,1,6,3017,29,0,0,2297,36,3,1,2918,32,0,1,1722,30,1,1,2407,27,2,0,2002,29,0,1,1404,27,1,1,1849,4,0,0,154,Premier League
Erik Pieters,Â£6.30m,Premier League,Â£5.40m,32,183,Defender - Left-Back,left,Burnley FC,25,0,6,1876,9,1,0,600,39,1,2,3197,32,0,2,2652,41,0,1,3697,39,0,1,3346,32,0,3,2790,38,3,3,3275,26,2,4,2058,5,0,0,395,Premier League
Geoff Cameron,Â£2.70m,Premier League,Â£2.25m,35,190,Midfielder - Defensive Midfield,right,Queens Park Rangers,15,0,1,1350,38,0,2,2965,41,2,2,3645,31,0,1,2366,34,0,1,2620,21,0,2,1808,21,0,0,1576,19,1,1,1391,37,1,1,3147,5,0,0,450,Premier League
Kyle Naughton,Â£4.50m,Premier League,Â£4.50m,31,181,Defender - Right-Back,right,Swansea City,32,0,1,2701,27,0,1,2129,34,0,4,2801,21,0,1,1724,28,0,3,1782,34,1,0,2959,39,1,2,3399,38,1,2,3025,35,3,0,2720,2,0,0,171,Premier League
Antonio BarragÃ¡n,Â£2.70m,Premier League,Â£2.25m,33,186,Defender - Right-Back,right,Elche CF,27,0,1,2226,23,0,0,1503,31,1,4,2158,36,1,5,2946,35,0,0,2546,27,0,0,2286,31,0,6,2426,24,0,1,1699,14,0,2,847,1,0,0,90,LaLiga
Allan,Â£14.40m,Serie A,Â£29.70m,29,175,Midfielder - Central Midfield,right,Everton FC,9,0,1,401,37,0,5,3127,41,0,3,3364,38,2,6,3316,43,3,6,3174,39,1,3,2074,50,4,4,3477,47,1,2,3631,33,2,1,1756,5,0,0,429,Serie A
CristiÃ¡n Zapata,Â£2.25m,Serie A,Â£2.25m,34,187,Defender - Centre-Back,right,Genoa CFC,36,0,1,3199,29,0,2,2391,29,2,2,2549,13,0,1,955,21,1,1,1844,16,1,0,1259,20,0,0,1713,20,1,0,1687,22,1,0,1860,2,0,0,180,Serie A
Cristian Ansaldi,Â£4.95m,Serie A,Â£4.50m,34,181,Defender - Left-Back,both,Torino FC,9,0,1,496,35,0,4,2978,19,1,2,1476,11,0,2,903,26,0,4,2133,26,0,2,1814,25,1,3,1869,25,3,2,1906,32,5,7,2176,2,0,0,92,Serie A
Davide Santon,Â£4.50m,Serie A,Â£2.70m,29,187,Defender - Right-Back,right,AS Roma,30,0,1,2186,38,1,4,3273,28,0,0,2312,16,0,1,1302,13,0,1,1098,15,0,1,1108,15,0,1,834,21,0,2,1293,21,0,0,973,4,0,0,249,Serie A
Mirko Valdifiori,Â£3.15m,Serie A,Â£900Th.,34,185,Midfielder - Defensive Midfield,right,Delfino Pescara 1936,28,0,1,1993,42,1,6,3268,42,0,8,3639,38,0,9,3356,15,0,2,1253,26,0,1,1982,15,0,0,781,16,0,1,753,22,0,3,1395,3,0,0,211,Serie A
Stefan Radu,Â£5.40m,Serie A,Â£5.40m,33,183,Defender - Centre-Back,left,SS Lazio,26,0,2,2201,36,3,5,3020,32,1,1,2817,29,1,3,2544,25,0,2,2137,31,2,1,2560,41,0,2,3528,33,0,1,2698,31,1,0,2474,3,0,0,163,Serie A
Lorenzo De Silvestri,Â£3.15m,Serie A,Â£3.60m,32,186,Defender - Right-Back,right,Bologna FC 1909,24,0,2,1617,25,2,0,1956,36,2,3,3175,35,4,3,3044,17,1,2,1397,19,1,3,1557,39,7,2,3253,34,2,4,2606,37,3,1,2984,4,0,0,321,Serie A
Joel Obi,Â£1.35m,Serie A,Â£4.50m,29,178,Midfielder - Central Midfield,left,Chievo Verona,37,0,2,1710,4,1,0,203,10,0,0,244,17,1,0,712,12,1,0,579,23,0,1,854,25,6,1,1397,13,1,0,694,29,1,2,2044,3,0,0,240,Serie A
Francesco Magnanelli,Â£2.25m,Serie A,Â£720Th.,35,181,Midfielder - Defensive Midfield,right,US Sassuolo,39,0,4,3166,42,1,8,3760,28,0,2,2468,31,1,2,2596,35,1,0,3150,24,1,0,1929,34,0,0,2628,28,1,0,2039,22,0,0,1392,0,0,0,0,Serie A
Emil Krafth,Â£1.62m,Serie A,Â£1.35m,26,184,Defender - Right-Back,right,Newcastle United,15,0,1,1046,37,1,5,3161,33,1,2,2845,12,1,1,1071,5,0,0,237,29,1,1,1951,12,0,0,946,36,1,1,3062,20,0,1,1248,5,0,0,432,Serie A
Alin Tosca,Â£1.80m,LaLiga,Â£1.35m,28,181,Defender - Centre-Back,left,Gaziantep FK,23,0,1,1993,25,0,1,2065,31,0,1,2760,24,1,0,1998,43,0,0,3930,46,0,0,3965,21,0,0,1773,16,0,2,1196,36,0,0,3240,4,0,0,354,Serie A
Perparim Hetemaj,Â£3.78m,Serie A,Â£3.15m,33,179,Midfielder - Central Midfield,right,Benevento Calcio,35,0,2,2147,30,0,2,2382,34,0,4,2685,33,0,1,2723,29,1,0,2379,24,0,1,1966,32,3,4,2493,31,2,1,2250,33,0,1,2349,4,0,0,99,Serie A
Casemiro,Â£27.00m,LaLiga,Â£54.00m,28,185,Midfielder - Defensive Midfield,right,Real Madrid,23,0,1,1076,18,1,0,1330,25,0,1,657,41,4,3,3255,35,1,4,2538,42,6,4,3313,48,7,3,3945,43,4,1,3262,46,5,5,4081,5,0,0,335,LaLiga
SÃ©bastien Corchia,Â£6.75m,Ligue 1,Â£3.60m,29,176,Defender - Right-Back,right,FC Nantes,34,0,3,2789,39,1,2,3503,36,4,4,3219,45,3,2,3706,40,2,4,3247,42,2,4,3778,20,0,3,1377,12,0,0,906,7,0,1,630,1,0,0,90,LaLiga
Javi Fuego,Â£1.35m,LaLiga,Â£900Th.,36,182,Midfielder - Defensive Midfield,right,Sporting GijÃ³n,32,0,1,2833,36,0,1,3213,41,2,0,3303,38,3,1,3274,38,0,1,2872,32,1,0,2686,32,0,0,2213,11,0,1,657,34,0,1,2310,6,0,0,500,LaLiga
Mikel Balenziaga,Â£4.50m,LaLiga,Â£3.60m,32,177,Defender - Left-Back,left,Athletic Bilbao,41,0,1,3690,34,0,1,2982,37,0,1,3209,48,0,0,4271,51,0,5,4364,43,1,1,3660,28,0,4,2388,13,0,0,700,11,0,0,726,3,0,0,221,LaLiga
David Timor,Â£1.80m,LaLiga,Â£1.80m,31,185,Midfielder - Defensive Midfield,left,Getafe CF,27,0,2,1053,19,1,3,1203,39,8,3,3410,38,6,2,2919,35,2,2,2754,25,2,1,1965,19,2,0,1101,37,1,4,3166,33,3,1,1590,5,0,0,59,LaLiga
Marco Verratti,Â£40.50m,Ligue 1,Â£63.00m,27,165,Midfielder - Central Midfield,right,Paris Saint-Germain,32,0,9,2407,39,0,4,2566,43,0,8,2996,48,3,11,3601,28,0,5,1740,43,3,8,3265,38,2,7,2994,38,1,3,2907,37,0,6,2563,5,0,0,355,Ligue 1
Tomas Hubocan,Â£1.35m,Ligue 1,Â£900Th.,35,184,Defender - Right-Back,both,Omonia Nicosia,11,0,1,989,37,0,2,3360,24,0,0,2160,27,1,0,2223,24,1,1,1965,14,0,0,1115,27,0,0,2135,12,0,0,936,11,0,0,562,7,0,0,576,Ligue 1
MarÃ§al,Â£3.15m,Ligue 1,Â£6.30m,31,178,Defender - Left-Back,left,Wolverhampton Wanderers,18,0,1,1562,29,0,0,2571,28,2,0,2479,38,0,3,3330,23,1,1,1847,35,0,8,3060,28,0,4,2174,22,0,0,1586,26,0,1,1831,4,0,0,178,Ligue 1
KÃ©vin ThÃ©ophile-Catherine,Â£3.60m,Ligue 1,Â£3.60m,30,183,Defender - Centre-Back,right,GNK Dinamo Zagreb,46,0,1,4063,33,1,2,2970,33,0,0,2805,43,0,0,3822,31,1,1,2772,42,0,2,3719,27,0,1,2374,32,1,0,2898,26,1,2,2307,8,0,0,599,Ligue 1
Lucas Lima,Â£1.58m,Ligue 1,Â£4.05m,29,179,Defender - Left-Back,left,Al-Ahli Jeddah,8,0,2,539,12,0,1,343,23,0,2,1577,7,0,0,494,35,4,6,3210,42,1,3,3660,36,3,3,2907,36,0,5,2946,34,1,2,3019,1,0,0,90,Ligue 1
Abdoulaye Bamba,Â£900Th.,Ligue 1,Â£900Th.,30,182,Defender - Right-Back,right,SCO Angers,28,0,1,2402,28,0,1,2122,19,1,3,1426,34,0,1,3050,29,1,0,2527,12,0,2,791,21,0,0,1803,30,0,4,2574,11,0,1,943,7,0,0,572,Ligue 1
Jonathan Rivierez,Â£720Th.,Ligue 1,Â£720Th.,31,182,Defender - Centre-Back,right,SM Caen,33,0,1,2952,32,0,2,2841,25,1,1,2250,13,0,0,1202,16,1,0,1431,18,0,1,1418,28,0,2,2271,20,0,0,1129,33,2,0,2924,7,0,0,630,Ligue 1
Paul Lasne,Â£2.25m,Ligue 1,Â£2.25m,31,186,Midfielder - Defensive Midfield,left,Stade Brest 29,30,0,1,1542,29,1,1,1709,37,3,4,3039,33,2,1,1913,9,0,0,516,27,3,3,1741,42,1,2,3463,37,2,0,1942,20,2,1,1319,2,0,0,93,Ligue 1
HÃ©ctor Herrera,Â£11.70m,Liga NOS,Â£18.00m,30,180,Midfielder - Central Midfield,right,AtlÃ©tico Madrid,27,0,2,2000,27,2,0,2098,39,3,3,2604,46,7,11,3456,38,9,5,2842,35,2,6,2110,42,5,7,3514,53,9,3,4535,30,1,2,1530,2,0,0,28,Liga NOS
Ljubomir Fejsa,Â£10.80m,Liga NOS,Â£13.50m,32,183,Midfielder - Defensive Midfield,right,Al-Ahli Jeddah,8,0,1,406,27,1,0,1973,28,0,0,2204,8,1,0,314,28,0,0,1875,35,1,0,2951,35,0,0,3062,33,0,0,2753,18,0,0,1143,1,0,0,31,Liga NOS
Vasco Fernandes,Â£900Th.,Liga NOS,Â£720Th.,33,182,Defender - Centre-Back,right,Ãœmraniyespor,12,0,1,504,23,0,0,1848,30,0,1,2555,,,,,30,0,0,2645,34,2,0,2901,27,2,2,2366,37,1,1,3360,20,1,1,1770,3,0,0,197,Liga NOS
Pedro Moreira,Â£540Th.,Liga NOS,Â£405Th.,31,181,Midfielder - Central Midfield,right,FC Arouca,15,0,1,1003,29,0,0,2381,38,4,0,3269,41,4,3,2598,19,0,0,1283,16,1,0,795,18,1,0,294,12,0,0,477,,,,,6,0,0,466,Liga NOS
Anastasios Karamanos,Â£720Th.,Liga NOS,Â£450Th.,30,185,Forward - Centre-Forward,right,PAS Lamia 1964,16,0,1,846,25,4,1,1404,40,9,3,2542,30,3,4,2087,36,6,2,2355,36,7,2,2647,23,1,1,826,35,4,1,2749,32,1,1,2471,4,0,0,301,Liga NOS
JoÃ£ozinho,Â£3.60m,Premier Liga,Â£810Th.,31,185,Defender - Left-Back,left,GD Estoril Praia,28,0,1,2218,33,1,4,2979,25,1,1,2167,13,1,0,1025,31,0,2,2704,28,0,1,2443,32,0,0,2842,36,0,1,3240,17,0,3,1396,5,0,0,450,Liga NOS
Charles KaborÃ©,Â£6.30m,Premier Liga,Â£4.95m,32,183,Midfielder - Defensive Midfield,right,Dynamo Moscow,38,0,1,2061,39,0,5,3178,35,1,7,2999,31,0,4,2649,32,0,1,2770,33,1,2,2765,22,0,0,1657,37,1,2,3073,21,0,0,1368,10,0,0,642,Premier Liga
Roman Shishkin,Â£1.80m,Premier Liga,Â£1.08m,33,177,Midfielder - Defensive Midfield,right,Znamya Noginsk,12,0,1,1067,21,0,1,1750,25,2,0,2234,29,0,2,2542,26,0,3,2337,19,0,0,1360,22,0,2,1457,22,2,0,1730,23,1,0,1901,4,0,0,360,Premier Liga
Denys Kulakov,Â£1.08m,Premier Liga,Â£900Th.,34,182,Defender - Right-Back,right,Ural Yekaterinburg,22,0,6,1862,9,0,2,301,16,0,1,571,26,2,2,1742,27,0,3,2348,32,0,4,2865,31,0,4,2790,34,1,3,3022,31,0,5,2751,12,0,0,1080,Premier Liga
