GameDate,FMRTEVersion,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK.AerialAbility,GK.CommandOfArea,GK.Communication,GK.Eccentricity,GK.Handling,GK.Kicking,GK.OneOnOnes,GK.Reflexes,GK.RushingOut,GK.TendencyToPunch,GK.Throwing,Tech.Corners,Tech.Crossing,Tech.Dribbling,Tech.Finishing,Tech.FirstTouch,Tech.Freekicks,Tech.Heading,Tech.LongShots,Tech.Longthrows,Tech.Marking,Tech.Passing,Tech.PenaltyTaking,Tech.Tackling,Tech.Technique,Mental.Aggression,Mental.Anticipation,Mental.Bravery,Mental.Composure,Mental.Concentration,Mental.Vision,Mental.Decisions,Mental.Determination,Mental.Flair,Mental.Leadership,Mental.OffTheBall,Mental.Positioning,Mental.Teamwork,Mental.Workrate,Phy.Acceleration,Phy.Agility,Phy.Balance,Phy.Jumping,Phy.LeftFoot,Phy.NaturalFitness,Phy.Pace,Phy.RightFoot,Phy.Stamina,Phy.Strength,Hidden.Consistency,Hidden.Dirtiness,Hidden.ImportantMatches,Hidden.InjuryProness,Hidden.Versatility,Personality.Adaptability,Personality.Ambition,Personality.Loyalty,Personality.Pressure,Personality.Professional,Personality.Sportsmanship,Personality.Temperament,Personality.Controversy,Positions.Defender,Positions.WingBack,Positions.Midfielder,Positions.AttackingMidfielder,Positions.Right,Positions.Left,Positions.Centre,Positions.PositionsDesc,Positions.PositionsDescVal,Positions.Goalkeeper,Positions.Sweeper,Positions.Striker,Positions.AttackingMidCentral,Positions.AttackingMidLeft,Positions.AttackingMidRight,Positions.DefenderCentral,Positions.DefenderLeft,Positions.DefenderRight,Positions.DefensiveMidfielder,Positions.MidfielderCentral,Positions.MidfielderLeft,Positions.MidfielderRight,Positions.WingBackLeft,Positions.WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47,name,Market Value,current league
15-07-16,17.3.2.23,Simon Mignolet,8167246,757,06-Mar-88,28,17,0,9,0,5750,7000,7300,154,144,28937958,193,88,GK ,14,11,12,8,15,14,15,18,13,13,13,7,1,2,2,10,9,4,2,1,2,10,2,3,8,10,15,14,14,14,10,12,14,3,5,3,15,11,10,11,16,13,14,6,14,11,20,13,14,12,1,13,4,12,16,15,15,13,15,16,14,3,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17179869184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Simon Mignolet,£10.80m ,Premier League
15-07-16,17.3.2.23,Víctor Valdés,824039,796,14-Jan-82,34,20,0,11,0,6500,7100,7200,171,130,2181595,183,78,GK ,13,10,11,11,13,15,15,15,16,13,15,6,3,1,3,13,10,7,3,3,3,14,1,1,12,11,13,14,16,13,12,11,12,9,16,3,14,12,14,10,12,14,11,6,12,9,20,10,14,15,12,17,18,12,8,11,13,16,17,11,9,11,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Víctor Valdés,£1.80m ,Premier League
15-07-16,17.3.2.23,Steve Mandanda,8428461,769,28-Mar-85,31,22,0,17,0,6250,7450,7300,160,146,232186002,185,82,GK ,12,12,13,6,14,11,15,18,14,10,13,10,3,8,5,9,12,8,12,2,3,9,4,2,10,6,12,15,16,12,8,12,14,8,15,3,13,13,8,13,17,14,13,7,12,11,20,15,14,13,6,16,3,1,8,16,12,13,16,16,16,7,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steve Mandanda,£7.20m ,Premier League
15-07-16,17.3.2.23,Hugo Lloris,8428653,769,26-Dec-86,29,82,0,8,0,7750,8450,8450,172,169,110470240,188,78,GK ,12,12,14,14,17,8,15,18,17,18,11,7,3,3,2,11,9,3,9,1,7,10,4,13,8,10,14,18,14,16,9,16,15,6,16,1,17,14,8,15,17,15,15,20,15,14,6,15,14,15,10,15,5,1,14,15,17,18,17,18,18,4,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hugo Lloris,£21.60m ,Premier League
15-07-16,17.3.2.23,Maarten Stekelenburg,850879,784,22-Sep-82,33,54,0,4,0,5493,6993,6643,144,135,232186002,197,84,GK ,15,11,10,6,13,14,14,14,13,10,15,4,3,1,1,9,9,8,3,3,2,11,6,1,8,8,14,13,15,14,10,13,16,5,13,3,15,13,12,10,13,14,18,6,15,10,20,17,15,11,9,16,11,12,11,18,18,15,18,14,17,3,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maarten Stekelenburg,£1.80m ,Premier League
15-07-16,17.3.2.23,Alex McCarthy,8601160,765,03-Dec-89,26,0,0,3,0,4550,6550,6550,129,122,8485939,194,79,GK ,14,10,10,5,13,11,14,14,11,10,10,2,3,3,3,10,5,5,1,2,2,11,1,2,14,7,13,12,10,9,9,12,15,3,7,1,15,12,11,12,16,12,15,10,13,13,20,13,10,11,1,10,9,11,15,15,12,11,16,15,18,5,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.60288E+16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alex McCarthy,£2.70m ,Premier League
15-07-16,17.3.2.23,David Ospina,8835677,1653,31-Aug-88,27,69,0,12,0,6250,7500,7000,155,141,11093372,183,79,GK ,12,14,14,9,14,11,16,17,11,11,12,4,1,3,2,9,8,8,2,2,2,8,1,3,8,10,14,14,14,15,8,13,14,5,8,1,14,12,8,11,16,15,13,6,14,10,20,14,11,15,8,15,8,1,16,12,12,17,15,15,15,6,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,David Ospina,£6.30m ,Premier League
15-07-16,17.3.2.23,Sergio Romero,961299,1649,22-Feb-87,29,79,0,23,0,5706,7940,7000,146,140,11029217,192,88,GK ,15,12,14,13,12,16,16,15,14,14,12,7,3,3,1,9,12,3,2,3,3,8,3,7,9,10,11,15,12,12,12,11,16,15,15,1,14,12,8,10,15,16,17,7,16,14,20,14,17,10,10,15,4,1,13,15,10,16,11,11,12,9,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,131072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sergio Romero,£5.40m ,Premier League
15-07-16,17.3.2.23,Brad Guzan,980785,390,09-Sep-84,31,50,0,5,0,5500,6750,6500,142,130,232186002,193,95,GK ,16,15,13,8,16,10,14,14,13,11,11,8,3,1,1,7,11,7,3,3,2,8,1,3,9,10,14,12,13,13,9,10,17,4,13,2,13,14,14,8,14,13,16,20,8,8,10,14,16,15,7,15,2,12,16,17,14,11,17,18,13,3,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brad Guzan,£900Th. ,Premier League
15-07-16,17.3.2.23,Morgan De Sanctis,11265,776,26-Mar-77,39,6,0,7,0,6000,6650,6650,153,131,834575,190,86,GK ,13,16,18,15,15,10,15,14,13,15,15,1,1,2,2,4,1,6,3,3,1,5,2,1,3,11,12,16,8,10,3,11,16,5,16,2,15,15,12,10,12,15,15,6,12,8,20,10,15,13,8,13,6,12,16,15,12,10,15,12,14,11,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.65166E+14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Morgan De Sanctis,£225Th. ,Ligue 1
15-07-16,17.3.2.23,Walter Benítez,14035968,1649,19-Jan-93,23,0,0,3,0,3500,6000,5500,140,121,810150,192,94,GK ,13,12,13,7,13,8,17,16,10,15,15,9,1,2,2,11,11,6,2,1,1,12,1,2,12,2,13,15,10,11,7,9,16,6,6,2,12,10,10,13,15,12,13,9,9,12,20,8,9,12,4,13,9,11,20,12,12,12,9,11,14,4,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Walter Benítez,£1.35m ,Ligue 1
15-07-16,17.3.2.23,Sergey Chernik,17001558,758,20-Jul-88,27,6,0,0,0,3494,5994,5994,130,121,1964927,187,85,GK ,11,11,12,1,11,11,14,13,10,10,11,4,3,1,1,6,9,3,1,2,3,5,3,3,8,7,9,15,10,13,13,12,7,10,12,12,12,13,13,11,15,11,14,7,12,12,20,12,12,11,12,14,11,11,12,10,9,11,16,13,3,6,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sergey Chernik,£1.13m ,Ligue 1
15-07-16,17.3.2.23,Alexandre Letellier,29022619,769,11-Dec-90,25,0,0,0,0,3600,6200,6200,132,124,3736476,192,87,GK ,12,13,12,6,14,11,12,13,9,12,11,4,3,1,1,10,9,1,2,3,3,8,1,1,8,7,13,14,12,13,12,11,13,7,11,1,13,11,12,11,12,16,16,8,14,12,20,13,16,13,7,11,7,10,10,12,17,13,14,14,14,5,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alexandre Letellier,£360Th. ,Ligue 1
15-07-16,17.3.2.23,Mathieu Michel,29114947,769,04-Sep-91,24,0,0,0,0,3500,5800,5800,129,120,1943749,188,82,GK ,13,14,12,8,14,8,14,15,12,12,9,5,2,3,2,8,10,2,1,3,1,8,3,2,7,9,12,13,11,12,9,12,15,6,14,1,11,11,6,12,13,15,14,5,13,12,20,12,10,13,9,12,6,1,17,12,17,13,15,13,11,6,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mathieu Michel,£1.80m ,Ligue 1
15-07-16,17.3.2.23,Mathieu Gorgelin,34000464,769,05-Aug-90,25,0,0,3,0,2250,5500,5500,125,110,570057,187,83,GK ,15,9,12,8,13,11,12,14,7,12,8,7,3,1,3,9,9,6,2,3,3,9,4,2,9,8,13,15,12,10,7,9,15,5,9,3,12,13,8,12,12,15,14,20,13,9,5,14,14,12,8,10,7,1,9,11,16,11,14,14,14,6,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mathieu Gorgelin,£360Th. ,Ligue 1
15-07-16,17.3.2.23,Kevin Trapp,35018013,771,08-Jul-90,26,0,0,11,0,6500,7100,7200,149,144,17738789,189,83,GK ,12,12,11,7,13,12,17,17,16,12,13,8,1,2,2,10,12,7,3,1,1,9,1,2,10,8,15,14,14,12,7,13,12,6,9,2,16,17,10,13,16,14,12,8,15,10,20,13,14,14,5,14,4,12,7,15,13,13,17,15,17,4,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Trapp,£9.00m ,Ligue 1
15-07-16,17.3.2.23,Rémy Vercoutre,3504014,769,26-Jun-80,36,0,0,0,0,4100,6250,6350,135,127,232186002,185,78,GK ,11,14,12,7,13,12,14,15,13,14,10,4,1,3,1,8,8,11,8,1,2,7,3,2,8,11,13,15,11,12,7,13,9,5,14,2,13,15,8,11,14,13,12,5,15,11,20,12,14,13,11,13,8,1,14,14,16,10,17,9,9,11,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rémy Vercoutre,£450Th. ,Ligue 1
15-07-16,17.3.2.23,Alban Lafont,48036990,769,23-Jan-99,17,0,0,0,0,4504,5264,6200,170,119,10498737,193,82,GK ,13,11,12,2,12,10,14,15,14,12,10,8,1,1,1,8,11,2,2,3,3,9,5,2,8,7,12,13,13,13,11,11,15,2,8,3,12,12,11,10,12,14,17,5,15,11,20,13,12,13,11,11,5,9,8,15,12,17,14,15,15,5,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alban Lafont,£7.20m ,Ligue 1
15-07-16,17.3.2.23,Vincent Enyeama,5410292,38,29-Aug-82,33,101,0,0,0,5200,7300,6750,156,135,232186002,182,87,GK ,12,11,15,12,14,13,14,15,15,13,12,9,3,3,8,9,11,10,11,2,3,12,15,8,10,8,14,14,14,12,9,12,16,9,15,3,13,12,6,12,13,14,13,8,13,10,20,12,15,13,8,15,5,1,13,15,13,15,18,18,15,5,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vincent Enyeama,£900Th. ,Ligue 1
15-07-16,17.3.2.23,Cédric Carrasso,6200366,769,30-Dec-81,34,1,0,0,0,5300,6250,6800,156,136,232186002,187,87,GK ,13,14,15,7,13,11,14,15,11,17,12,9,2,3,1,8,11,3,3,2,3,9,8,3,6,12,15,17,14,15,8,13,17,7,14,6,14,12,6,7,13,14,13,8,13,8,20,11,16,14,10,14,6,1,12,12,15,16,16,14,15,6,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cédric Carrasso,£900Th. ,Ligue 1
15-07-16,17.3.2.23,Danijel Subasic,657535,761,27-Oct-84,31,25,0,6,0,6650,7400,7400,148,148,232186002,191,84,GK ,11,14,13,12,15,14,15,16,13,14,14,8,1,10,5,11,11,7,10,1,5,10,11,11,9,12,13,15,13,13,8,13,16,12,14,3,16,13,11,12,13,16,16,8,16,13,20,15,15,17,8,15,7,2,15,15,17,15,17,16,15,6,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.6295E+14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Danijel Subasic,£4.50m ,Ligue 1
15-07-16,17.3.2.23,Karl-Johan Johnsson,68011605,797,28-Jan-90,26,2,0,1,0,4494,6394,6394,130,128,5543274,188,84,GK ,12,13,15,9,15,13,13,15,10,11,14,9,1,2,3,12,11,3,1,3,3,11,1,3,10,14,13,14,10,13,11,11,14,3,11,5,12,15,13,10,12,13,14,5,14,9,20,12,14,12,10,15,3,11,12,11,16,13,15,16,16,4,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.60288E+16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Karl-Johan Johnsson,£2.25m ,Ligue 1
15-07-16,17.3.2.23,Eiji Kawashima,776491,116,20-Mar-83,33,70,0,0,0,4339,6410,5250,130,110,152168,185,81,GK ,12,9,11,10,11,11,12,15,10,15,8,3,1,8,3,12,5,10,2,2,2,4,2,3,11,10,9,13,11,15,9,11,15,1,10,1,12,17,9,7,14,13,14,10,16,9,20,11,10,14,5,13,7,11,18,18,10,10,17,14,12,6,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eiji Kawashima,£225Th. ,Ligue 1
15-07-16,17.3.2.23,Mauro Goicoechea,78001179,1657,27-Mar-88,28,0,0,6,0,3500,5450,5450,128,114,306884,186,82,GK ,12,12,12,13,11,13,13,13,14,16,15,6,2,2,2,11,9,3,1,1,3,10,3,2,10,9,13,12,9,8,8,10,12,3,10,3,11,11,13,13,15,15,11,9,13,14,20,14,11,10,4,13,5,11,8,5,13,12,13,14,14,5,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mauro Goicoechea,£720Th. ,Ligue 1
15-07-16,17.3.2.23,Stéphane Ruffier,8428608,769,27-Sep-86,29,3,0,3,0,4994,6594,7144,151,146,19446832,188,89,GK ,13,13,15,9,14,12,15,17,14,15,8,4,2,2,2,7,9,1,2,3,1,8,2,2,9,12,14,16,13,14,9,13,18,6,13,1,15,12,8,12,14,16,14,6,16,11,20,14,16,16,12,13,3,1,10,15,17,13,16,12,8,10,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stéphane Ruffier,£5.40m ,Ligue 1
15-07-16,17.3.2.23,Romain Salin,8428670,769,29-Jul-84,31,0,0,0,0,3900,6050,6050,128,123,787725,186,75,GK ,14,12,13,8,12,12,12,15,11,8,13,4,2,2,2,11,8,1,1,13,1,11,4,2,11,10,12,15,12,12,6,10,13,7,12,2,14,14,8,11,12,14,13,20,14,8,9,13,11,12,10,14,6,1,18,11,11,11,14,14,14,5,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Romain Salin,£450Th. ,Ligue 1
15-07-16,17.3.2.23,Raďs M'Bolhi,8430841,5,25-Apr-86,30,46,0,0,0,4357,6610,5750,132,110,430606,190,80,GK ,11,11,11,4,8,12,16,16,12,18,9,3,2,1,2,9,8,5,3,3,1,7,6,1,6,10,12,14,14,13,8,10,5,1,10,2,10,12,10,12,15,14,16,3,14,10,20,10,14,14,11,15,5,11,5,17,8,10,11,11,7,8,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Raïs M'Bolhi,£360Th. ,Ligue 1
15-07-16,17.3.2.23,Jean-Louis Leca,8431708,769,21-Sep-85,30,0,0,0,0,3950,6300,6250,127,126,232186002,180,75,GK ,11,13,13,9,13,11,12,15,15,14,13,4,1,1,3,7,8,3,2,2,3,7,5,1,7,8,12,14,13,14,7,12,14,5,12,2,13,15,9,13,14,13,10,5,14,11,20,12,13,12,8,14,6,1,14,13,14,13,16,15,15,5,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jean-Louis Leca,£900Th. ,Ligue 1
15-07-16,17.3.2.23,Rémy Riou,8435072,769,06-Aug-87,28,0,0,6,0,4288,6188,6338,133,127,5017849,191,81,GK ,11,10,14,8,13,12,14,15,11,8,13,9,2,3,1,9,11,3,10,1,1,8,4,1,9,8,12,14,12,13,8,11,12,6,14,1,12,10,7,13,14,16,15,6,14,11,20,15,14,12,9,14,7,1,7,15,13,11,15,15,14,8,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rémy Riou,£3.60m ,Ligue 1
15-07-16,17.3.2.23,Guy Roland Ndy Assembe,8439286,11,28-Feb-86,30,10,0,0,0,4700,6250,6250,127,125,232186002,185,86,GK ,10,10,12,8,13,12,13,16,12,12,10,5,3,3,2,8,8,3,2,3,1,8,1,3,8,8,12,14,10,10,7,11,14,6,10,3,11,11,6,14,16,15,12,8,13,11,20,14,15,13,8,15,8,1,16,13,14,10,14,16,16,6,5,1,1,1,1,1,5,GK ,0,20,1,1,1,1,1,5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guy Ndy Assembé,£900Th. ,Ligue 1
15-07-16,17.3.2.23,Matthieu Dreyer,8442413,769,20-Mar-89,27,0,0,2,0,3250,5500,5500,125,110,630063,188,81,GK ,9,10,8,6,13,8,14,15,12,12,10,7,3,1,3,8,10,3,1,3,1,8,2,3,8,8,12,13,12,12,8,11,15,6,9,2,12,11,9,13,14,15,14,5,15,11,20,13,15,12,8,15,5,1,18,13,10,15,14,14,14,6,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matthieu Dreyer,£270Th. ,Ligue 1
15-07-16,17.3.2.23,Anthony Lopes,85003956,788,01-Oct-90,25,4,0,11,0,6000,7250,7250,158,145,33996399,184,81,GK ,14,14,13,9,15,12,16,16,13,7,11,7,3,2,3,11,10,6,3,3,1,11,2,1,11,8,15,15,13,14,10,11,14,8,13,5,13,10,10,14,16,14,13,20,14,12,5,14,14,15,9,16,6,1,7,11,15,13,14,12,12,6,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anthony Lopes,£12.60m ,Ligue 1
15-07-16,17.3.2.23,Paul Delecroix,85019464,769,14-Oct-88,27,0,0,0,0,4270,5950,5950,130,119,1856203,184,77,GK ,10,12,13,6,15,12,13,15,13,12,11,5,2,1,3,9,10,3,2,1,2,8,6,1,8,8,13,13,13,12,6,12,14,5,10,2,12,12,11,6,14,13,12,8,15,11,20,11,12,14,8,12,7,1,12,13,15,13,14,14,14,6,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paul Delecroix,£720Th. ,Ligue 1
15-07-16,17.3.2.23,Alphonse Areola,85027976,769,27-Feb-93,23,0,0,9,0,5442,6892,6992,154,136,13024899,194,88,GK ,14,13,12,9,13,12,14,15,14,8,10,8,1,3,1,8,12,2,12,3,1,8,2,2,8,8,13,12,14,14,9,12,14,8,9,2,11,14,10,13,14,17,15,10,15,12,20,14,17,13,8,12,9,1,12,15,15,11,15,17,17,5,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alphonse Areola,£9.00m ,Ligue 1
