GameDate,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK.AerialAbility,GK.CommandOfArea,GK.Communication,GK.Eccentricity,GK.Handling,GK.Kicking,GK.OneOnOnes,GK.Reflexes,GK.RushingOut,GK.TendencyToPunch,GK.Throwing,Tech.Corners,Tech.Crossing,Tech.Dribbling,Tech.Finishing,Tech.FirstTouch,Tech.Freekicks,Tech.Heading,Tech.LongShots,Tech.Longthrows,Tech.Marking,Tech.Passing,Tech.PenaltyTaking,Tech.Tackling,Tech.Technique,Mental.Aggression,Mental.Anticipation,Mental.Bravery,Mental.Composure,Mental.Concentration,Mental.Vision,Mental.Decisions,Mental.Determination,Mental.Flair,Mental.Leadership,Mental.OffTheBall,Mental.Positioning,Mental.Teamwork,Mental.Workrate,Phy.Acceleration,Phy.Agility,Phy.Balance,Phy.Jumping,Phy.LeftFoot,Phy.NaturalFitness,Phy.Pace,Phy.RightFoot,Phy.Stamina,Phy.Strength,Hidden.Consistency,Hidden.Dirtiness,Hidden.ImportantMatches,Hidden.InjuryProness,Hidden.Versatility,Personality.Adaptability,Personality.Ambition,Personality.Loyalty,Personality.Pressure,Personality.Professional,Personality.Sportsmanship,Personality.Temperament,Personality.Controversy,Positions.Defender,Positions.WingBack,Positions.Midfielder,Positions.AttackingMidfielder,Positions.Right,Positions.Left,Positions.Centre,Positions.PositionsDesc,Positions.PositionsDescVal,Positions.Goalkeeper,Positions.Sweeper,Positions.Striker,Positions.AttackingMidCentral,Positions.AttackingMidLeft,Positions.AttackingMidRight,Positions.DefenderCentral,Positions.DefenderLeft,Positions.DefenderRight,Positions.DefensiveMidfielder,Positions.MidfielderCentral,Positions.MidfielderLeft,Positions.MidfielderRight,Positions.WingBackLeft,Positions.WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47,name,Market Value,age,height,position,foot,current club,10/11 games,10/11 goals/conceded,10/11 assists/clean,10/11 minutes,11/12 games,11/12 goals/conceded,11/12 assists/clean,11/12 minutes,12/13 games,12/13 goals/conceded,12/13 assists/clean,12/13 minutes,13/14 games,13/14 goals/conceded,13/14 assists/clean,13/14 minutes,14/15 games,14/15 goals/conceded,14/15 assists/clean,14/15 minutes,15/16 games,15/16 goals/conceded,15/16 assists/clean,15/16 minutes,16/17 games,16/17 goals/conceded,16/17 assists/clean,16/17 minutes,17/18 games,17/18 goals/conceded,17/18 assists/clean,17/18 minutes,18/19 games,18/19 goals/conceded,18/19 assists/clean,18/19 minutes,current league,19/20 games,19/20 goals/conceded,19/20 assists/clean,19/20 minutes,20/21 games,20/21 goals/conceded,20/21 assists/clean,20/21 minutes
19/6/2011,Julián Luque,67103360,796,3/27/1992,19,0,0,1,0,3500,5500,5500,160,113,2280235,175,73,M/AM RLC,1,2,2,1,3,3,1,1,2,1,1,12,12,13,12,12,11,5,11,5,3,13,11,5,15,6,8,8,13,12,14,13,12,15,6,13,6,11,11,13,12,7,7,13,12,13,20,10,7,13,4,13,6,12,12,13,12,11,14,18,17,5,1,1,18,20,18,20,15,M/AM RLC,526,1,1,6,15,20,18,1,1,1,1,1,18,17,1,1,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Julián Luque,£450Th. ,28.0,176.0,Midfielder - Attacking Midfield,right,Cultural Leonesa,7.0,0.0,1.0,220.0,17.0,0.0,0.0,691.0,7.0,0.0,0.0,143.0,16.0,1.0,0.0,657.0,35.0,2.0,0.0,2288.0,36.0,1.0,0.0,2343.0,38.0,4.0,0.0,2707.0,34.0,2.0,0.0,2444.0,36.0,6.0,0.0,3236.0,LaLiga,26.0,3.0,3.0,1570.0,1.0,0.0,0.0,10.0,
19/6/2011,Juan Muñiz,67101569,796,3/14/1992,19,0,0,0,0,2500,4750,4750,157,99,260173,177,73,M/AM LC,1,2,3,2,3,3,3,5,3,2,3,13,13,13,12,13,17,8,8,9,8,13,9,9,13,13,10,10,5,8,11,11,10,11,4,12,8,16,12,10,11,13,6,20,18,13,10,7,3,10,6,10,17,10,8,11,13,6,10,17,14,18,1,1,16,20,5,20,16,M/AM LC,524,1,1,1,16,20,5,1,1,1,1,1,16,5,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Juan Muñiz, ,28.0,175.0,Midfielder - Attacking Midfield,left,Atromitos Athen,37.0,7.0,0.0,2798.0,31.0,8.0,1.0,2486.0,22.0,3.0,2.0,1156.0,21.0,3.0,2.0,896.0,30.0,3.0,5.0,1048.0,20.0,1.0,4.0,653.0,27.0,4.0,2.0,1872.0,24.0,1.0,1.0,1165.0,25.0,2.0,4.0,1167.0,LaLiga,32.0,5.0,4.0,2604.0,4.0,0.0,0.0,106.0,
19/6/2011,Juan Mata,67011232,796,4/28/1988,23,11,4,25,8,7000,8000,8000,170,160,12162794,170,63,M/AM LC,3,2,2,3,3,2,1,6,2,1,1,13,14,17,16,17,11,9,12,7,5,16,12,7,17,10,13,11,14,9,16,13,15,17,6,18,7,14,11,16,18,9,6,20,13,16,11,13,7,13,10,16,7,12,12,17,9,16,13,13,12,7,1,3,16,20,9,19,20,M/AM LC,524,1,1,15,20,19,9,1,1,1,1,5,16,5,3,1,4400000000000.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Juan Mata,£34.20m ,32.0,170.0,Midfielder - Attacking Midfield,left,Manchester United,43.0,9.0,18.0,3306.0,54.0,12.0,20.0,4138.0,64.0,19.0,35.0,4914.0,32.0,7.0,8.0,2347.0,35.0,10.0,4.0,2442.0,54.0,10.0,11.0,4115.0,42.0,10.0,6.0,2739.0,40.0,3.0,7.0,2677.0,32.0,6.0,4.0,1779.0,Premier League,37.0,3.0,7.0,1939.0,4.0,2.0,2.0,316.0,
19/6/2011,Juan Arango,5300022,1658,5/17/1980,31,100,19,0,0,6850,7425,7250,145,135,1721889,179,74,AM LC,1,2,1,3,1,2,3,1,1,3,2,16,19,10,14,19,17,12,16,8,5,18,15,6,18,5,16,5,15,7,17,17,5,19,9,13,10,16,7,12,14,7,10,20,12,12,7,11,8,10,5,15,9,11,12,7,15,9,14,10,18,9,1,1,14,20,11,20,18,AM LC,504,1,1,12,18,20,11,1,1,1,1,10,14,8,1,1,150000000000000.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Juan Arango,£3.15m ,40.0,180.0,Midfielder - Left Midfield,left,Retired,29.0,4.0,7.0,2371.0,38.0,7.0,17.0,3478.0,41.0,9.0,14.0,3616.0,31.0,8.0,8.0,2607.0,34.0,10.0,9.0,2693.0,49.0,18.0,10.0,3981.0,24.0,4.0,8.0,1934.0,nan,nan,nan,nan,nan,nan,nan,nan,Bundesliga,nan,nan,nan,nan,nan,nan,nan,nan,
19/6/2011,Juan Albín,5513030,1657,7/17/1986,24,0,0,14,7,5750,6850,6700,151,134,623733,179,77,AM LC,2,1,2,2,3,3,1,2,2,2,1,15,14,15,12,14,16,9,14,5,4,14,15,4,16,7,14,7,11,9,17,13,11,16,6,15,7,13,8,15,17,8,8,20,13,16,4,11,10,8,8,12,5,14,15,13,8,11,12,11,12,8,1,1,5,20,10,18,20,AM LC,504,1,1,15,20,18,10,1,1,1,1,1,5,1,1,1,17600000000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Juan Albín,£1.80m ,34.0,179.0,Midfielder - Attacking Midfield,left,Defensor Sporting Club,27.0,2.0,3.0,1491.0,8.0,1.0,0.0,286.0,21.0,2.0,2.0,943.0,28.0,10.0,5.0,2100.0,42.0,11.0,3.0,2583.0,34.0,11.0,5.0,2574.0,16.0,0.0,2.0,846.0,12.0,0.0,0.0,501.0,32.0,7.0,5.0,2665.0,LaLiga,12.0,2.0,0.0,427.0,nan,nan,nan,nan,
19/6/2011,Josip Ilicic,29041284,795,1/29/1988,23,10,0,5,0,4500,6550,6850,160,141,831981,190,79,M/AM LC,2,3,2,1,1,1,2,2,3,2,1,12,13,12,14,12,12,9,17,5,6,15,12,6,16,15,14,11,14,15,14,14,15,15,12,15,12,12,15,13,14,13,15,20,12,13,11,13,13,15,7,13,7,11,14,15,14,14,16,15,15,7,1,1,18,20,10,16,20,M/AM LC,524,1,1,10,20,16,10,1,1,1,1,18,15,5,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Josip Ilicic,£7.20m ,32.0,190.0,Forward - Second Striker,left,Atalanta BC,50.0,12.0,13.0,3761.0,36.0,6.0,6.0,2455.0,32.0,11.0,2.0,2498.0,31.0,6.0,4.0,1760.0,34.0,10.0,4.0,1966.0,37.0,15.0,5.0,2276.0,36.0,6.0,5.0,2099.0,41.0,15.0,10.0,2561.0,36.0,13.0,9.0,2532.0,Serie A,34.0,21.0,9.0,2233.0,3.0,0.0,1.0,175.0,
19/6/2011,Jose Baxter,28016410,765,2/7/1992,19,0,0,0,0,2750,4724,4500,114,105,419368,179,74,S RC,1,2,3,1,2,1,3,4,1,1,3,8,8,11,14,12,9,7,10,9,4,12,10,4,13,8,12,9,13,10,12,11,13,10,6,13,11,11,10,11,11,8,7,12,13,11,20,14,7,9,13,13,4,6,8,12,15,12,12,13,13,8,1,1,13,15,15,14,15,S RC,603,1,1,20,15,14,15,1,1,1,1,13,1,1,1,1,17600000000000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Jose Baxter,- ,28.0,179.0,Midfielder - Central Midfield,right,Memphis 901 FC,16.0,5.0,3.0,1215.0,31.0,9.0,7.0,2558.0,45.0,15.0,8.0,3653.0,50.0,10.0,3.0,3495.0,48.0,13.0,4.0,3040.0,28.0,7.0,5.0,1852.0,nan,nan,nan,nan,10.0,0.0,2.0,629.0,34.0,4.0,2.0,1572.0,Premier League,20.0,2.0,2.0,1067.0,nan,nan,nan,nan,
19/6/2011,José Pedro,7002268,788,10/18/1978,32,0,0,0,0,2997,5495,5495,110,110,81158,186,77,M/AM LC,3,1,2,1,3,3,1,1,2,3,1,15,16,12,14,13,16,10,17,10,7,15,12,6,14,8,15,9,14,11,14,15,9,13,8,13,9,9,10,8,9,16,11,20,11,8,5,13,15,12,7,11,7,10,13,12,13,12,12,16,16,4,1,1,20,20,1,20,20,M/AM LC,414,1,1,1,20,10,1,1,1,1,5,20,20,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,José Pedro,£630Th. ,42.0,187.0,Midfielder - Central Midfield,left,Retired,18.0,1.0,0.0,908.0,16.0,0.0,1.0,919.0,19.0,2.0,0.0,1001.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Liga NOS,nan,nan,nan,nan,nan,nan,nan,nan,
19/6/2011,José Paolo Guerrero,5290748,1656,1/1/1984,27,34,15,0,0,6750,7950,7400,149,146,11013050,184,72,AM/S C,2,2,2,2,2,3,3,4,1,3,1,9,14,15,12,19,9,16,11,5,6,15,13,9,18,14,17,13,8,6,16,15,9,13,5,15,7,10,9,10,15,19,13,17,8,14,20,12,11,5,18,14,14,5,12,16,8,14,6,8,3,17,1,1,1,17,1,1,17,AM/S C,621,1,1,20,17,1,1,1,1,1,1,1,1,1,1,1,67765376.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paolo Guerrero,£5.40m ,36.0,185.0,Forward - Centre-Forward,right,Sport Club Internacional,27.0,5.0,6.0,1742.0,40.0,12.0,5.0,2887.0,28.0,12.0,3.0,2217.0,28.0,12.0,7.0,2366.0,22.0,7.0,4.0,1802.0,24.0,9.0,2.0,2062.0,27.0,8.0,5.0,2236.0,6.0,1.0,1.0,359.0,30.0,14.0,2.0,2510.0,Bundesliga,10.0,6.0,2.0,863.0,nan,nan,nan,nan,
19/6/2011,José Manuel Jurado,7451707,796,6/29/1986,24,0,0,13,5,6250,7000,6650,150,143,2818203,173,72,M/AM C,2,1,3,3,1,1,1,6,3,2,2,13,12,16,14,19,13,5,14,6,5,17,13,7,18,6,13,7,11,7,17,10,6,17,6,15,7,12,7,14,16,9,8,17,12,13,20,11,8,8,4,16,10,13,11,8,10,10,12,13,12,7,1,1,16,20,11,14,20,M/AM C,521,1,1,6,20,14,11,1,1,1,5,16,13,7,1,1,68159620.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,José Manuel Jurado,£5.40m ,34.0,176.0,Midfielder - Attacking Midfield,right,Without Club,46.0,9.0,5.0,3174.0,28.0,1.0,7.0,1584.0,24.0,3.0,5.0,1681.0,32.0,8.0,2.0,2734.0,20.0,3.0,4.0,1226.0,31.0,0.0,3.0,2274.0,32.0,3.0,4.0,2579.0,31.0,0.0,3.0,1678.0,26.0,1.0,5.0,2061.0,Bundesliga,15.0,0.0,0.0,479.0,nan,nan,nan,nan,
19/6/2011,José Javier Barkero,6700154,796,4/27/1979,32,0,0,0,0,4250,6500,6500,140,132,645189,180,71,M/AM RLC,1,1,2,2,2,2,3,1,3,2,3,17,16,12,13,16,17,9,15,8,8,15,17,12,15,12,9,12,14,12,13,12,14,16,12,12,12,13,12,14,12,12,10,20,13,12,8,13,11,15,10,14,10,14,9,14,15,10,13,14,17,5,1,5,19,20,15,19,20,M/AM RLC,526,1,1,1,20,19,15,1,1,1,5,17,19,15,5,1,150000000000000.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,José Javier Barkero,£1.80m ,41.0,181.0,Midfielder - Attacking Midfield,left,Retired,40.0,15.0,0.0,3565.0,36.0,8.0,9.0,2711.0,39.0,6.0,7.0,2802.0,30.0,3.0,2.0,1897.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LaLiga,nan,nan,nan,nan,nan,nan,nan,nan,
19/6/2011,José Campaña,67089223,796,5/30/1993,18,0,0,0,0,3000,5300,5300,137,107,812992,179,74,M/AM C,2,1,1,2,2,3,3,5,2,2,1,11,13,11,7,15,14,5,11,9,7,15,10,8,15,9,14,8,14,13,15,14,10,14,2,11,10,13,10,11,10,9,8,20,9,10,8,10,9,13,12,10,5,9,11,15,12,6,7,11,7,5,1,1,20,18,8,12,20,M/AM C,411,1,1,1,18,1,1,1,1,1,13,20,12,8,1,1,128.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,José Campaña,£1.35m ,27.0,179.0,Midfielder - Central Midfield,right,Levante UD,17.0,1.0,1.0,1302.0,18.0,0.0,3.0,600.0,6.0,0.0,1.0,215.0,16.0,1.0,3.0,899.0,12.0,1.0,2.0,883.0,35.0,3.0,2.0,2971.0,40.0,4.0,5.0,3002.0,38.0,1.0,4.0,3013.0,39.0,4.0,9.0,3390.0,LaLiga,40.0,2.0,7.0,3388.0,5.0,0.0,1.0,450.0,
19/6/2011,José Antonio Reyes,6701501,796,9/1/1983,27,21,4,0,0,6500,7500,7500,164,156,3162055,175,71,AM/S RLC,1,1,3,3,1,3,1,9,2,1,3,15,16,16,13,15,15,8,15,9,7,16,14,8,17,8,13,15,12,9,16,12,15,16,13,15,10,9,10,14,16,11,8,20,11,15,12,13,9,9,11,14,8,12,7,15,15,14,14,8,11,11,1,1,14,20,15,20,16,AM/S RLC,516,1,1,17,16,20,15,1,1,1,1,1,14,13,1,1,4950000000000.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,José Antonio Reyes,£8.10m ,nan,176.0,Forward - Right Winger,left,---,44.0,7.0,9.0,3551.0,40.0,4.0,9.0,2426.0,32.0,4.0,9.0,1935.0,34.0,2.0,8.0,1993.0,37.0,5.0,9.0,2200.0,34.0,4.0,3.0,1959.0,23.0,4.0,4.0,921.0,31.0,5.0,11.0,2064.0,9.0,0.0,1.0,493.0,LaLiga,nan,nan,nan,nan,nan,nan,nan,nan,
19/6/2011,Jorginho,735463,1651,5/6/1977,34,0,0,0,0,2984,4814,5471,111,107,160590,178,72,AM C,1,3,3,2,3,3,1,6,3,2,2,12,14,13,12,15,14,10,12,7,5,14,13,5,16,8,14,9,14,8,14,12,9,14,7,14,12,9,7,12,11,8,9,12,12,11,20,7,7,7,7,10,13,12,13,12,16,12,12,17,16,8,1,1,1,20,10,10,20,AM C,501,1,1,10,20,10,10,1,1,1,1,1,1,1,1,1,526464.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jorginho,£360Th. ,43.0,178.0,Midfielder - Attacking Midfield,right,Retired,20.0,1.0,2.0,1092.0,11.0,0.0,1.0,474.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Liga NOS,nan,nan,nan,nan,nan,nan,nan,nan,
19/6/2011,Jonjo Shelvey,28011776,765,2/27/1992,19,0,0,0,0,3500,5800,5700,151,120,2640938,183,70,M/AM C,1,3,3,3,2,3,3,4,3,3,2,13,14,9,12,14,13,6,13,6,7,15,12,9,14,9,11,8,15,12,14,13,16,13,9,16,9,12,14,8,9,13,10,11,16,12,20,16,11,12,6,13,7,15,9,17,15,13,13,15,10,10,8,1,20,18,10,10,20,M/AM C,411,1,1,10,18,10,10,1,8,1,10,20,10,10,1,1,4718592.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jonjo Shelvey,£2.70m ,28.0,184.0,Midfielder - Central Midfield,right,Newcastle United,26.0,1.0,1.0,1106.0,28.0,11.0,4.0,1849.0,37.0,6.0,4.0,2276.0,42.0,6.0,8.0,3080.0,35.0,3.0,6.0,2770.0,34.0,1.0,7.0,2400.0,47.0,5.0,12.0,3817.0,33.0,2.0,3.0,2518.0,18.0,2.0,1.0,1039.0,Premier League,29.0,6.0,2.0,2254.0,6.0,1.0,0.0,522.0,
19/6/2011,Jonathan Walters,5110963,789,9/20/1983,27,2,0,1,0,4350,6550,6800,133,131,1100156,183,79,AM/S RLC,3,2,2,1,2,1,1,1,2,3,2,7,10,12,13,11,7,15,11,8,8,11,9,11,12,16,14,17,13,13,13,12,16,11,12,13,14,15,18,13,13,12,14,4,16,14,20,13,16,16,8,12,11,13,10,11,15,14,18,14,16,5,1,1,15,18,18,15,15,AM/S RLC,626,1,1,20,15,15,18,1,1,1,1,1,15,15,1,1,550000000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Jonathan Walters,£4.50m ,37.0,183.0,Forward - Right Winger,right,Retired,47.0,12.0,3.0,3301.0,54.0,11.0,6.0,4366.0,42.0,11.0,4.0,3653.0,36.0,5.0,2.0,2476.0,36.0,11.0,5.0,2722.0,33.0,8.0,3.0,2278.0,24.0,4.0,4.0,1386.0,5.0,0.0,0.0,94.0,4.0,0.0,1.0,277.0,Premier League,nan,nan,nan,nan,nan,nan,nan,nan,
19/6/2011,Jonathan Pereira,7458328,796,5/12/1987,24,0,0,1,0,4500,6550,6550,152,130,1100947,166,61,AM/S LC,3,2,3,2,3,1,3,4,3,3,3,7,12,16,13,14,8,5,6,6,4,13,12,6,17,8,11,8,12,10,14,11,13,17,4,15,4,13,12,16,15,5,4,14,13,16,20,11,4,11,5,14,8,15,15,15,12,13,14,15,12,6,1,1,9,17,12,17,17,AM/S LC,624,1,1,20,17,17,12,1,1,1,1,1,9,5,1,1,550000000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Jonathan Pereira,£2.25m ,33.0,167.0,Forward - Centre-Forward,right,Without Club,19.0,3.0,0.0,850.0,31.0,4.0,7.0,1456.0,27.0,7.0,5.0,1480.0,34.0,4.0,8.0,1703.0,25.0,7.0,5.0,1221.0,36.0,9.0,6.0,2549.0,15.0,2.0,1.0,669.0,34.0,6.0,2.0,2003.0,31.0,2.0,3.0,1159.0,LaLiga,17.0,1.0,0.0,717.0,nan,nan,nan,nan,
19/6/2011,Jonathan de Guzman,860972,784,9/13/1987,23,0,0,4,3,6511,6863,7012,158,146,632467,173,65,M/AM RC,1,2,2,3,1,2,2,8,3,1,2,14,12,15,11,16,12,12,13,8,11,15,13,8,15,15,14,13,12,13,15,14,9,17,9,15,14,15,14,14,14,13,9,12,13,13,20,13,11,15,14,13,18,10,12,16,13,12,14,13,12,12,8,8,20,19,16,12,20,M/AM RC,413,1,1,12,19,12,16,1,8,8,12,20,12,16,8,8,35200000000000.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Jonathan de Guzmán,£5.40m ,33.0,173.0,Midfielder - Central Midfield,right,OFI Crete,36.0,6.0,4.0,3072.0,27.0,1.0,2.0,1584.0,45.0,8.0,8.0,3511.0,48.0,7.0,5.0,3310.0,36.0,7.0,3.0,2021.0,5.0,1.0,0.0,111.0,29.0,2.0,2.0,1533.0,19.0,0.0,5.0,1346.0,39.0,3.0,9.0,2083.0,LaLiga,10.0,1.0,1.0,193.0,nan,nan,nan,nan,
19/6/2011,Johan Cavalli,3504101,769,9/12/1981,29,0,0,0,0,4200,5311,5311,125,118,405090,170,65,M/AM LC,2,3,1,1,2,3,1,7,3,2,2,13,13,13,6,14,12,7,11,5,6,14,11,11,14,14,13,15,9,11,14,13,16,11,12,8,11,16,14,13,14,12,5,20,12,12,8,14,8,13,14,15,9,10,8,13,13,12,11,8,8,10,1,1,16,20,12,18,20,M/AM LC,524,1,1,1,20,18,12,1,1,1,10,16,16,12,1,1,2250000000000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Johan Cavalli,£1.13m ,39.0,170.0,Midfielder - Attacking Midfield,left,Retired,33.0,1.0,7.0,2559.0,32.0,4.0,7.0,2405.0,34.0,2.0,8.0,2522.0,21.0,1.0,6.0,1528.0,35.0,5.0,11.0,2779.0,37.0,6.0,3.0,2970.0,20.0,5.0,3.0,1568.0,36.0,6.0,5.0,2276.0,31.0,2.0,5.0,1905.0,Ligue 1,19.0,1.0,3.0,1031.0,nan,nan,nan,nan,
19/6/2011,Joel Acosta,14009499,1649,1/16/1991,20,0,0,0,0,2011,4049,3123,158,90,97821,177,76,AM/S RC,3,1,2,3,1,3,3,2,3,1,1,9,9,14,11,8,8,7,10,4,4,10,10,5,12,14,8,10,10,9,10,10,10,14,8,10,6,9,8,15,11,9,8,6,11,13,20,12,11,12,8,10,10,14,16,11,8,8,9,8,9,11,1,1,10,20,15,1,20,AM/S RC,513,1,1,17,20,1,15,1,1,1,1,9,1,10,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joel Acosta,£540Th. ,29.0,176.0,Forward - Right Winger,right,Liverpool FC Montevideo,1.0,0.0,0.0,2.0,15.0,3.0,0.0,1308.0,6.0,0.0,0.0,486.0,8.0,0.0,0.0,430.0,27.0,1.0,1.0,1563.0,11.0,1.0,1.0,321.0,29.0,3.0,2.0,1946.0,15.0,5.0,3.0,1162.0,22.0,0.0,0.0,1153.0,Serie A,2.0,0.0,0.0,64.0,nan,nan,nan,nan,
19/6/2011,Joe Cole,104062,765,11/8/1981,29,56,10,8,2,6800,6750,7500,165,136,814021,176,73,AM RLC,1,2,1,2,2,2,1,4,2,1,1,9,11,12,10,15,10,6,10,4,5,12,11,12,15,14,13,10,13,12,14,13,15,13,10,13,12,14,14,14,16,16,7,15,7,14,20,7,10,10,7,13,12,12,4,16,15,15,17,15,15,8,1,1,10,20,20,17,18,AM RLC,506,1,1,5,18,17,20,1,1,1,1,10,10,10,1,1,584000000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Joe Cole,£6.75m ,38.0,176.0,Midfielder - Attacking Midfield,right,Retired,33.0,4.0,3.0,1812.0,43.0,9.0,6.0,2505.0,23.0,5.0,4.0,1143.0,27.0,3.0,0.0,1235.0,17.0,2.0,1.0,599.0,50.0,11.0,14.0,3762.0,29.0,7.0,5.0,2364.0,31.0,4.0,2.0,1966.0,nan,nan,nan,nan,Ligue 1,nan,nan,nan,nan,nan,nan,nan,nan,
