GameDate,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK/AerialAbility,GK/CommandOfArea,GK/Communication,GK/Eccentricity,GK/Handling,GK/Kicking,GK/OneOnOnes,GK/Reflexes,GK/RushingOut,GK/TendencyToPunch,GK/Throwing,Tech/Corners,Tech/Crossing,Tech/Dribbling,Tech/Finishing,Tech/FirstTouch,Tech/Freekicks,Tech/Heading,Tech/LongShots,Tech/Longthrows,Tech/Marking,Tech/Passing,Tech/PenaltyTaking,Tech/Tackling,Tech/Technique,Mental/Aggression,Mental/Anticipation,Mental/Bravery,Mental/Composure,Mental/Concentration,Mental/Vision,Mental/Decisions,Mental/Determination,Mental/Flair,Mental/Leadership,Mental/OffTheBall,Mental/Positioning,Mental/Teamwork,Mental/Workrate,Phy/Acceleration,Phy/Agility,Phy/Balance,Phy/Jumping,Phy/LeftFoot,Phy/NaturalFitness,Phy/Pace,Phy/RightFoot,Phy/Stamina,Phy/Strength,Hidden/Consistency,Hidden/Dirtiness,Hidden/ImportantMatches,Hidden/InjuryProness,Hidden/Versatility,Personality/Adaptability,Personality/Ambition,Personality/Loyalty,Personality/Pressure,Personality/Professional,Personality/Sportsmanship,Personality/Temperament,Personality/Controversy,Positions/PositionsDesc,Positions/PositionsDescVal,Positions/Striker,Positions/AttackingMidfielder,Positions/Centre,Positions/Defender,Positions/DefensiveMidfielder,Positions/Goalkeeper,Positions/Left,Positions/Midfielder,Positions/Right,Positions/Sweeper,Positions/WingBack,Positions/AttackingMidCentral,Positions/AttackingMidLeft,Positions/AttackingMidRight,Positions/DefenderCentral,Positions/DefenderLeft,Positions/DefenderRight,Positions/MidfielderCentral,Positions/MidfielderLeft,Positions/MidfielderRight,Positions/WingBackLeft,Positions/WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47,name,Market Value,current league
29/6/2010,Pedro Moreira,55011443,788,3/15/1989,21,0,0,15,0,2000,4500,4500,131,90,73265,182,76,M/AM C,1,1,1,2,2,1,1,1,1,1,1,12,11,12,10,13,11,8,10,7,9,12,13,7,14,8,12,10,12,12,12,12,12,12,10,12,10,12,10,10,11,10,10,9,11,10,20,10,10,9,7,10,8,10,11,14,16,10,12,13,13,6,M/AM C,411,1,20,20,1,1,1,1,20,10,1,1,20,1,10,1,1,1,15,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pedro Moreira,Â£270Th. ,Liga NOS,
29/6/2010,Paulo Regula,55017640,788,3/12/1989,21,0,0,2,0,1500,5250,5250,145,105,313741,185,73,M/AM C,3,2,3,1,3,1,1,1,1,1,1,12,13,13,13,13,13,10,13,10,8,11,12,8,13,11,12,11,13,12,12,12,14,12,12,14,11,11,12,11,12,12,11,10,13,12,20,11,11,10,8,10,8,12,16,13,16,15,14,14,14,7,M/AM C,411,1,20,20,1,1,1,10,20,10,1,1,20,10,10,1,1,1,15,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paulo Regula,Â£540Th. ,Liga NOS,
29/6/2010,Óscar De Marcos,67065930,796,4/14/1989,21,0,0,0,0,4096,5850,5850,145,128,6238181,180,76,M/AM RLC,2,3,2,2,3,1,3,5,1,1,3,8,13,13,12,11,9,12,13,4,4,12,12,6,14,12,12,14,13,10,13,12,13,14,10,13,8,11,10,14,13,12,10,20,14,12,15,12,12,11,5,11,4,14,5,15,18,12,6,6,5,7,M/AM RLC,416,14,20,18,1,1,1,20,20,15,1,1,18,20,15,1,1,1,15,15,15,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ãscar de Marcos,Â£1.80m ,LaLiga,
29/6/2010,Nuri Sahin,8728250,799,9/5/1988,21,22,1,16,5,5184,7200,7200,169,144,23610166,179,65,DM/M C,1,2,1,2,2,2,2,6,2,1,3,14,13,14,7,18,14,7,11,10,11,18,15,11,17,10,15,11,14,14,18,16,12,13,13,14,13,15,12,10,14,12,10,20,14,12,10,13,10,14,7,12,8,15,12,15,17,9,16,14,12,4,DM/M C,421,1,14,20,1,18,1,13,20,10,1,1,14,9,9,1,1,1,20,13,10,1,1,8796110000000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Nuri Sahin,Â£18.00m ,Bundesliga,
29/6/2010,Míchel,67065401,796,7/29/1988,21,0,0,4,2,3422,5750,5750,150,117,843072,181,72,M/AM C,3,3,1,3,3,3,1,2,3,3,3,10,10,12,13,15,9,11,12,6,6,14,12,8,13,11,11,12,13,9,13,12,13,13,7,13,9,13,11,13,14,10,10,9,14,13,20,13,9,12,7,15,9,12,9,12,11,11,13,12,11,6,M/AM C,411,7,20,20,1,5,1,10,20,10,1,1,20,10,10,1,1,1,15,8,8,1,1,2147483648.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michel,Â£45Th. ,Liga NOS,
29/6/2010,Mesut Özil,35002219,771,10/15/1988,21,17,2,16,5,6400,8000,8000,182,160,167399930,182,73,M/AM LC,1,2,3,2,1,2,2,4,1,3,1,14,15,16,9,18,12,5,11,6,4,18,13,5,18,5,17,7,8,14,18,18,6,17,5,18,6,19,8,18,16,11,7,20,10,16,9,11,8,9,4,12,6,10,8,17,5,13,14,11,18,12,M/AM LC,414,8,20,20,1,1,1,19,20,1,1,1,20,19,1,1,1,1,15,15,1,1,1,18350224.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mesut Ãzil,Â£28.80m ,LaLiga,
29/6/2010,Maxime Gonalons,34001572,769,3/10/1989,21,0,0,2,0,3906,5624,5600,155,125,9734008,187,76,DM C,1,3,1,2,1,3,2,3,3,1,2,5,7,9,8,12,7,13,11,6,13,13,7,12,12,13,14,14,14,14,12,13,18,7,11,7,13,16,15,13,11,15,13,5,12,12,20,16,15,14,13,16,9,12,7,14,16,16,14,14,14,6,DM C,301,1,1,20,14,20,1,1,15,1,1,1,1,1,1,14,1,1,15,1,1,1,1,8796090000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Maxime Gonalons,Â£4.50m ,Ligue 1,
29/6/2010,Mats Hummels,35007944,771,12/16/1988,21,1,0,20,5,4500,7350,7350,172,147,24462238,192,88,D C,1,1,3,2,3,3,3,2,3,2,3,4,7,9,10,13,5,14,6,11,16,11,8,17,12,15,14,16,17,14,12,14,13,8,13,12,15,17,14,9,14,12,16,13,15,12,20,14,14,11,8,10,14,15,15,14,12,13,14,12,12,8,D C,101,1,1,20,20,15,1,1,15,12,1,1,1,1,1,20,1,12,15,1,1,1,1,137439000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mats Hummels,Â£16.20m ,Bundesliga,
29/6/2010,Marcos Paulo,85013938,1651,7/13/1988,21,0,0,0,0,850,4904,5450,125,109,994273,182,70,DM/M C,3,1,1,1,1,1,3,1,3,2,2,7,7,11,6,13,11,11,14,5,10,13,7,12,13,11,13,14,11,11,11,9,13,8,7,8,8,13,11,13,13,14,11,5,15,12,20,16,11,12,11,13,7,8,9,12,10,11,14,14,14,6,DM/M C,311,1,8,20,1,20,1,1,16,1,1,1,8,1,1,1,1,1,16,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marcos Paulo,Â£135Th. ,Liga NOS,
29/6/2010,Marco Reus,91013383,771,5/31/1989,21,0,0,0,0,2750,6850,6850,158,146,14602459,180,67,M/AM RLC,2,3,1,2,2,2,1,4,3,1,3,9,8,13,11,13,7,4,10,5,5,9,8,8,12,14,9,13,14,11,13,13,12,13,6,14,7,11,16,16,16,13,8,12,14,15,20,14,5,13,6,10,5,11,11,19,14,10,6,13,10,10,M/AM RLC,416,8,20,17,1,1,1,20,20,19,1,1,17,20,19,1,1,1,15,18,17,1,1,8196.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marco Reus,Â£12.60m ,Bundesliga,
29/6/2010,Malaury Martin,8432557,769,8/25/1988,21,0,0,1,0,2900,4904,5000,135,109,2459842,178,75,M C,3,1,3,3,3,2,3,3,2,3,3,12,11,11,6,14,14,7,12,6,6,12,9,8,14,11,12,12,13,13,14,12,11,9,11,8,11,12,13,14,13,12,9,20,10,12,5,15,11,13,11,14,9,7,5,15,14,10,11,9,9,13,M C,401,1,12,20,1,14,1,1,20,1,1,1,12,1,1,1,1,1,20,1,1,1,1,4259840.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malaury Martin,Â£450Th. ,Premier League,
29/6/2010,Loïc Poujol,8442422,769,2/27/1989,21,0,0,4,0,1000,5129,5100,150,114,1529424,188,86,D/DM C,3,1,3,1,1,2,2,1,1,3,1,5,6,8,5,11,7,14,13,6,12,9,10,11,12,13,12,13,13,13,9,11,13,8,11,7,12,12,16,14,9,16,14,8,14,10,20,14,17,14,13,5,8,11,8,12,14,5,15,15,15,6,D/DM C,321,1,1,20,16,20,1,1,15,1,1,1,1,1,1,16,1,1,15,1,1,1,1,512.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LoÃ¯c Poujol,Â£495Th. ,Ligue 1,
29/6/2010,Loïc Dufau,34001052,769,3/15/1989,21,0,0,0,0,50,2700,2700,140,108,2180313,177,75,DM C,2,1,1,3,1,1,3,1,2,3,3,11,7,8,7,11,12,9,15,6,8,10,7,12,11,14,14,13,13,12,10,11,13,8,10,8,10,13,14,13,10,12,8,10,15,12,20,15,12,14,14,14,5,6,12,12,13,5,16,12,12,6,DM C,301,1,1,20,1,20,1,1,15,10,1,1,1,1,1,1,1,1,15,1,10,1,1,256.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29/6/2010,Lars Stindl,35011818,771,8/26/1988,21,0,0,1,0,3550,6400,6400,149,128,5909511,180,73,M/AM LC,3,3,3,2,1,2,3,1,3,2,1,14,10,12,13,14,15,8,14,4,6,15,15,7,14,7,12,13,13,13,15,10,14,8,9,14,7,14,13,13,11,12,10,8,13,14,20,14,13,13,9,11,5,13,18,14,13,11,15,14,13,9,M/AM LC,414,5,19,20,1,10,1,16,20,10,1,1,19,15,10,1,1,1,20,16,8,1,1,4398050000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lars Stindl,Â£2.70m ,Bundesliga,
29/6/2010,Lars Bender,35007385,771,4/27/1989,21,0,0,0,0,3000,6550,6550,160,131,12586681,183,75,DM/M C,2,2,1,1,3,2,1,1,3,3,1,8,11,13,10,14,11,12,11,8,13,14,10,14,14,12,13,15,14,13,14,12,17,10,11,11,15,15,14,13,12,11,12,10,14,12,20,13,9,16,6,13,9,14,2,13,15,15,17,15,15,4,DM/M C,421,1,14,20,5,19,1,6,20,10,1,1,14,1,1,5,1,1,20,6,10,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lars Bender,Â£4.95m ,Bundesliga,
29/6/2010,Kwadwo Asamoah,12012662,21,12/9/1988,21,19,1,0,0,4750,7100,7000,169,140,44424282,178,78,DM/M LC,2,2,2,2,2,1,3,5,2,2,2,4,10,15,13,13,8,9,14,3,14,13,12,15,14,14,12,17,14,13,11,11,14,11,8,14,14,12,14,15,14,17,9,20,17,15,7,15,16,15,14,14,6,14,14,15,10,15,12,15,15,4,DM/M LC,424,1,14,20,1,16,1,15,20,1,1,1,14,1,1,1,1,1,20,15,1,1,1,2251800000000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kwadwo Asamoah,Â£8.55m ,Serie A,
29/6/2010,Kevin Pezzoni,28000488,771,3/22/1989,21,0,0,2,0,3250,6050,6050,135,121,944273,193,91,D/DM C,1,3,1,2,2,2,1,2,2,2,3,5,6,8,7,10,6,15,11,13,13,11,7,13,9,12,12,14,14,11,8,12,8,8,8,8,13,15,16,10,9,9,16,20,15,11,17,14,15,12,12,10,6,12,10,4,5,14,7,5,13,11,D/DM C,321,1,1,20,18,20,1,12,15,5,8,6,1,1,1,18,12,5,15,1,1,6,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Pezzoni,Â£1.58m ,Bundesliga,
29/6/2010,José Raúl Baena,1510564,796,3/2/1989,21,0,0,0,0,3000,5759,5750,145,128,5944491,180,73,DM/M/AM C,2,3,1,1,2,3,2,6,1,3,1,8,9,9,7,14,10,9,11,6,8,14,11,8,14,9,13,11,12,14,13,13,10,11,9,12,14,15,14,14,13,12,10,11,12,13,20,14,11,14,7,7,7,12,10,2,6,6,8,12,10,8,DM/M/AM C,321,1,16,20,1,20,1,1,20,1,1,1,16,1,1,1,1,1,20,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29/6/2010,João Victor,2114918,1651,11/7/1988,21,0,0,0,0,1750,4700,4700,134,94,2635050,181,78,M/AM C,3,2,1,2,3,2,2,5,1,1,3,10,9,12,12,11,10,7,14,3,7,12,10,7,12,7,7,5,11,11,11,8,10,8,8,14,10,9,13,14,13,14,13,1,5,13,20,9,12,10,11,10,13,10,7,14,9,10,11,6,1,7,M/AM C,411,1,20,20,1,1,1,1,20,1,1,1,20,1,1,1,1,1,18,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JoÃ£o Victor,Â£1.80m ,LaLiga,
29/6/2010,Jeffrey Sarpong,856984,784,8/3/1988,21,0,0,0,0,3844,5700,5700,147,124,2647723,176,65,M/AM LC,1,3,1,1,1,2,3,1,3,1,2,10,12,14,12,15,6,9,13,4,5,13,9,5,16,15,11,9,9,9,11,10,8,10,7,13,5,8,10,14,16,7,7,15,13,14,20,13,10,11,15,9,5,10,5,9,11,6,10,10,9,10,M/AM LC,414,8,20,20,1,1,1,18,20,14,1,1,20,18,14,1,1,1,15,15,12,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jeffrey Sarpong,Â£900Th. ,LaLiga,
29/6/2010,Javier Pastore,14006099,1649,6/20/1989,21,0,0,0,0,5852,7400,7250,181,153,38261707,187,75,M/AM C,2,1,2,3,1,2,3,3,1,2,2,14,14,18,13,18,12,10,15,4,6,15,14,7,18,9,11,17,12,11,15,15,18,20,8,13,6,16,7,15,15,13,15,12,14,14,20,15,13,18,2,17,7,9,14,14,18,14,15,16,19,6,M/AM C,411,1,20,20,1,1,1,1,20,1,1,1,20,1,1,1,1,1,15,1,1,1,1,34359738368.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Javier Pastore,Â£18.90m ,Serie A,
29/6/2010,Javier Matilla,67067070,796,8/16/1988,21,0,0,0,0,4290,6550,6550,158,131,15124879,176,72,M C,1,2,2,3,1,3,2,7,2,1,3,10,8,14,7,14,10,10,12,4,14,13,10,13,14,15,14,9,12,9,14,12,10,7,12,10,11,16,15,14,14,14,6,12,14,14,20,10,5,10,4,10,12,10,14,8,8,14,12,5,14,10,M C,401,1,8,20,1,13,1,5,20,5,1,1,8,1,1,1,1,1,20,5,5,1,1,4194304.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Javier Matilla,Â£1.35m ,LaLiga,
29/6/2010,Javi Martínez,1512305,796,9/2/1988,21,3,0,9,0,5329,6650,6650,164,146,17687432,190,87,M C,3,1,2,1,3,3,1,1,3,1,1,6,9,12,12,12,9,15,12,8,11,13,13,13,13,14,13,15,14,14,12,13,14,14,14,12,14,15,15,13,12,14,16,13,15,14,20,17,17,14,7,13,7,13,15,16,14,13,15,14,11,4,M C,401,1,14,20,1,13,1,1,20,13,1,1,14,1,1,1,1,1,20,1,13,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Javi MartÃ­nez,Â£18.00m ,LaLiga,
29/6/2010,Jack Collison,5131754,801,10/2/1988,21,7,0,7,2,4000,6500,6500,160,135,7581541,183,83,M RLC,3,1,3,3,2,1,3,4,2,2,1,8,11,14,11,15,7,6,11,3,12,14,10,13,14,15,10,13,11,13,13,12,17,8,14,13,14,15,17,13,9,14,12,13,16,13,20,15,14,14,8,14,6,15,8,12,15,16,13,12,12,3,M RLC,406,1,1,20,1,1,1,18,20,18,1,1,1,1,1,1,1,1,20,18,18,1,1,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jack Collison,Â£3.60m ,Premier League,
29/6/2010,Ivan Radovanovic,62013021,802,8/29/1988,21,0,0,10,0,3025,5500,5500,138,110,317367,186,76,DM/M C,1,2,3,3,2,3,2,4,2,2,1,11,12,11,9,12,11,12,11,8,12,14,10,12,13,13,9,11,7,8,14,11,15,10,11,9,11,12,12,12,11,12,12,10,11,12,20,15,11,12,14,9,9,7,14,9,16,8,16,18,12,2,DM/M C,311,1,10,20,10,20,1,10,20,7,1,8,10,1,1,6,10,1,20,1,7,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ivan Radovanovic,Â£720Th. ,Serie A,
29/6/2010,Idrissa Gueye,85032335,41,6/20/1989,21,0,0,0,0,1300,5350,2650,140,107,805396,174,64,DM C,1,2,2,2,1,1,1,4,1,3,2,8,8,9,7,12,6,8,8,5,7,11,8,12,12,12,14,13,12,12,11,11,16,8,12,8,11,14,17,14,14,12,7,20,15,13,5,16,7,15,12,13,6,8,14,16,14,13,15,14,14,6,DM C,301,1,1,20,1,20,1,1,15,1,1,1,1,1,1,1,1,1,15,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Idrissa Gueye,Â£585Th. ,Ligue 1,
29/6/2010,Gonzalo Vásquez,75003332,1652,11/1/1988,21,0,0,0,0,700,3150,3150,98,73,390910,184,74,AM/S C,2,1,1,2,1,1,2,2,1,2,1,7,8,13,11,13,9,10,11,4,9,13,9,8,12,11,12,9,11,9,5,10,11,9,5,4,11,11,15,8,10,12,14,9,16,12,20,11,9,9,13,10,5,10,6,9,11,12,15,10,5,8,AM/S C,621,20,18,20,1,1,1,1,15,1,1,1,18,1,1,1,1,1,15,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29/6/2010,Georges Mandjeck,35015134,11,12/9/1988,21,7,0,2,1,3250,6750,6350,147,127,2638726,183,72,DM C,1,2,1,2,2,1,3,5,1,1,2,5,7,12,9,13,11,15,11,5,15,14,10,15,14,12,13,13,12,11,11,12,13,12,11,8,13,12,13,12,13,12,13,8,13,14,20,13,13,13,10,11,5,11,13,12,10,12,13,11,9,5,DM C,301,1,1,20,14,20,1,1,15,12,1,12,1,1,1,14,1,12,15,1,1,1,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Georges Mandjeck,Â£1.44m ,Ligue 1,
29/6/2010,Fabio Sciacca,43002359,776,5/16/1989,21,0,0,0,0,3000,5250,5250,149,113,1461963,182,76,M C,1,1,1,1,1,1,1,1,1,1,1,8,10,9,10,12,12,15,15,4,7,14,9,11,13,12,10,14,11,8,14,8,14,11,13,14,9,12,12,13,11,13,10,11,16,13,20,12,14,13,13,10,9,14,9,16,16,13,16,12,12,5,M C,401,1,12,20,1,15,1,12,20,14,1,1,12,1,1,1,1,1,20,12,14,1,1,272.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fabio Sciacca,Â£540Th. ,Serie A,
29/6/2010,Etienne Capoue,8448716,769,7/11/1988,21,0,0,12,0,1400,6074,6050,165,135,8421558,189,80,DM C,3,3,1,1,1,1,2,4,1,1,2,6,10,12,6,12,8,16,10,8,14,14,8,12,14,14,15,14,13,13,13,13,13,8,10,10,12,14,16,12,12,16,14,8,16,13,20,17,16,14,11,15,6,10,5,15,15,15,13,14,14,7,DM C,301,1,10,20,14,20,1,1,15,12,1,12,10,1,1,14,1,12,15,1,1,1,12,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ãtienne Capoue,Â£7.20m ,Ligue 1,
29/6/2010,Domagoj Vida,24003525,761,4/29/1989,21,2,0,14,0,3000,5900,6200,150,124,4799999,184,73,D/DM RC,2,3,1,1,3,2,2,4,3,1,3,7,11,10,9,10,6,13,10,12,12,10,8,16,11,16,10,16,10,10,8,10,17,5,17,12,13,13,17,13,10,13,12,6,15,14,20,16,14,13,13,10,6,16,5,18,15,8,15,12,8,2,D/DM RC,113,1,1,20,20,19,1,13,15,17,1,13,1,1,1,20,13,17,15,1,8,10,13,2203320000000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Domagoj Vida,Â£1.58m ,Bundesliga,
29/6/2010,Daniel Williams,91003280,771,3/8/1989,21,0,0,0,0,2500,4500,4500,133,105,2239678,180,78,D/DM RLC,1,3,3,2,3,2,3,3,2,3,3,8,7,13,6,14,8,12,6,15,13,12,9,12,14,11,13,9,8,11,10,7,7,8,7,13,11,14,9,10,9,11,14,20,12,13,15,11,10,10,8,9,5,11,10,13,14,9,18,15,12,14,D/DM RLC,326,1,1,20,16,20,1,16,15,15,1,1,1,1,1,1,16,15,15,1,1,1,1,8796090000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Danny Williams,Â£450Th. ,Bundesliga,
29/6/2010,Daniel Parejo,67030707,796,4/16/1989,21,0,0,3,1,4556,6300,6300,155,135,7333442,180,75,M/AM C,3,2,2,3,3,2,1,7,1,3,2,17,15,14,14,17,17,4,14,4,5,16,12,7,16,14,11,14,16,12,17,12,12,15,6,13,9,12,14,10,13,11,10,13,12,10,20,13,11,10,15,12,9,8,9,15,14,13,12,11,11,8,M/AM C,411,3,20,20,1,5,1,10,20,10,1,1,20,10,10,1,1,1,19,8,8,1,1,67111040.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dani Parejo,Â£7.20m ,LaLiga,
29/6/2010,Damien Marcq,34005947,769,12/8/1988,21,0,0,3,0,4160,5804,5800,150,129,5999998,183,72,D/DM C,3,1,2,2,3,2,2,5,2,1,3,5,8,9,6,11,7,13,12,6,12,12,7,15,11,13,15,16,14,15,11,14,16,6,14,7,13,18,17,13,12,13,11,5,15,11,20,17,13,16,13,14,6,10,8,14,18,15,16,13,13,6,D/DM C,321,1,1,20,16,20,1,8,15,12,1,8,1,1,1,16,8,8,15,1,12,8,8,137439000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Damien Marcq,Â£2.25m ,Ligue 1,
29/6/2010,Cristian Portilla,1507729,796,8/28/1988,21,0,0,0,0,3025,4250,4250,136,110,2774785,180,75,M C,2,1,1,2,1,3,1,1,2,3,1,14,14,10,9,14,16,11,13,7,7,14,14,8,14,11,9,13,8,13,14,12,11,13,12,9,11,14,14,11,12,13,12,20,13,11,7,14,14,15,8,12,13,15,12,13,13,12,16,14,13,10,M C,401,1,12,20,12,12,1,12,20,1,1,1,12,12,1,12,1,1,20,12,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cristian Portilla,Â£360Th. ,LaLiga,
